"";"deserta";"educ_jefe";"hermanos";"jmujer";"miembros";"aglomerado";"edad";"ch07";"ch08";"ch10";"ch11";"ch13";"ch14";"nivel_ed";"estado";"cat_ocup";"cat_inac";"intensi";"ingresos_familiares";"ingreso_per_capita";"mujer"
"2403";0;2;4;1;6;23;17;5;4;1;1;2;"04";3;3;0;3;NA;19000;3166,67;1
"2404";0;2;4;1;6;23;15;5;4;1;1;2;"03";3;3;0;3;NA;19000;3166,67;1
"2405";0;4;3;0;6;23;19;5;1;2;0;1;"";4;3;0;7;NA;114600;19100;1
"2406";0;2;7;0;10;23;16;5;4;1;1;2;"02";3;2;3;0;NA;20000;2000;1
"2407";0;2;4;0;6;23;17;5;1;1;1;2;"03";3;3;0;3;NA;40000;6666,67;1
"2408";0;7;2;0;4;23;16;5;1;1;2;2;"03";3;3;0;3;NA;150000;37500;1
"2409";0;8;2;0;5;23;13;5;1;1;2;2;"00";3;3;0;3;NA;80000;16000;1
"2410";0;2;2;1;3;23;16;5;3;1;1;2;"03";3;3;0;3;NA;9000;3000;1
"2411";0;7;2;1;4;23;16;5;1;1;2;2;"02";3;3;0;3;NA;148000;37000;0
"2412";0;7;2;1;4;23;13;5;1;1;2;2;"00";3;3;0;3;NA;148000;37000;1
"2413";0;4;4;1;6;23;17;5;1;1;1;2;"03";3;3;0;3;NA;40000;6666,67;0
"2414";0;4;4;1;6;23;15;5;1;1;1;2;"01";3;3;0;3;NA;40000;6666,67;0
"2415";0;7;1;0;3;23;17;5;1;1;2;2;"03";3;3;0;3;NA;68000;22666,67;0
"2416";0;2;1;1;4;23;18;5;4;1;1;2;"03";3;3;0;3;NA;25000;6250;1
"2417";0;4;2;0;4;23;16;5;1;1;2;2;"03";3;3;0;3;NA;90000;22500;1
"2418";0;4;3;1;4;23;18;5;1;2;0;1;"";4;1;3;0;2;29500;7375;0
"2419";0;4;3;1;4;23;16;5;1;1;2;2;"04";3;3;0;1;NA;29500;7375;1
"2420";0;7;1;0;3;23;15;5;1;1;2;2;"03";3;3;0;3;NA;117000;39000;1
"2421";0;4;3;0;5;23;17;5;1;1;1;2;"04";3;1;3;0;2;47800;9560;0
"2422";0;4;3;0;5;23;15;5;1;1;1;2;"02";3;3;0;3;NA;47800;9560;0
"2423";0;8;3;0;5;23;13;5;1;1;2;2;"00";3;3;0;3;NA;120000;24000;0
"2424";0;4;4;0;6;23;16;5;1;1;1;2;"02";3;1;4;0;2;60000;10000;0
"2425";0;4;3;1;5;23;16;5;1;1;1;2;"02";3;3;0;3;NA;46000;9200;1
"2426";0;4;3;1;5;23;13;5;1;1;1;2;"00";3;3;0;3;NA;46000;9200;0
"2427";0;4;1;1;2;23;18;5;4;2;0;1;"";4;3;0;4;NA;0;0;0
"2428";1;4;1;0;3;23;19;5;4;1;1;2;"01";3;1;2;0;1;41550;13850;1
"2429";0;4;1;1;2;23;17;5;3;1;1;2;"01";3;3;0;3;NA;13400;6700;0
"2430";0;6;2;1;5;23;17;5;1;1;1;2;"04";3;3;0;3;NA;78000;15600;0
"2431";0;6;1;0;3;23;14;5;1;1;2;2;"01";3;3;0;3;NA;130000;43333,33;0
"2432";0;7;3;0;5;23;19;5;1;2;0;1;"";4;3;0;7;NA;80000;16000;0
"2433";0;4;3;0;5;23;15;5;12;1;2;2;"01";3;3;0;3;NA;45000;9000;0
"2434";0;2;2;0;3;23;16;5;3;1;9;2;"02";3;3;0;3;NA;28500;9500;0
"2435";0;2;3;1;7;23;16;5;4;1;1;2;"00";3;3;0;3;NA;32000;4571,43;0
"2436";0;4;3;1;4;23;18;5;1;1;1;2;"04";3;3;0;3;NA;17500;4375;1
"2437";0;4;3;1;4;23;17;5;1;1;1;2;"02";3;3;0;3;NA;17500;4375;0
"2438";0;6;3;0;5;23;14;5;1;1;1;2;"00";3;3;0;3;NA;41500;8300;0
"2439";0;4;2;0;4;23;18;5;3;1;1;2;"03";3;3;0;3;NA;23000;5750;1
"2440";0;4;2;0;4;23;15;5;3;1;1;2;"02";3;3;0;3;NA;23000;5750;1
"2441";1;4;2;0;4;23;19;5;3;1;1;2;"03";3;3;0;1;NA;36500;9125;0
"2442";0;4;2;0;5;23;16;5;1;1;1;2;"03";3;3;0;3;NA;77400;15480;0
"2443";0;6;2;1;4;23;16;5;1;1;2;2;"04";3;3;0;3;NA;65000;16250;1
"2444";0;4;2;0;4;23;16;5;1;1;2;2;"03";3;3;0;3;NA;65000;16250;0
"2445";0;7;2;0;4;23;16;5;12;1;2;2;"03";3;3;0;3;NA;70000;17500;1
"2446";0;6;2;1;3;23;18;5;1;1;1;2;"04";3;3;0;3;NA;28000;9333,33;1
"2447";1;6;3;1;6;23;19;5;1;1;1;2;"04";3;3;0;3;NA;34000;5666,67;1
"2448";0;6;2;1;3;23;14;5;12;1;1;2;"01";3;3;0;3;NA;17400;5800;0
"2449";0;4;2;0;4;23;18;5;4;1;1;2;"04";3;3;0;3;NA;24000;6000;0
"2450";0;4;2;0;4;23;15;5;1;1;2;2;"02";3;3;0;3;NA;24000;6000;1
"2451";0;4;3;0;5;23;14;5;1;1;2;2;"01";3;3;0;3;NA;64650;12930;1
"2452";0;7;2;1;3;23;18;5;1;1;1;2;"04";3;2;3;0;NA;38300;12766,67;0
"2453";0;6;4;1;7;23;16;5;4;1;1;2;"00";3;3;0;3;NA;44800;6400;0
"2454";0;7;3;0;5;23;17;5;1;1;2;2;"03";3;3;0;3;NA;80000;16000;0
"2455";0;7;3;0;5;23;16;5;1;1;2;2;"02";3;3;0;3;NA;80000;16000;0
"2456";0;6;3;0;7;23;15;5;1;1;1;2;"02";3;3;0;3;NA;61600;8800;1
"2457";0;4;3;0;5;23;15;5;3;1;1;2;"01";3;3;0;3;NA;14000;2800;1
"2458";0;4;5;1;14;23;16;5;3;1;1;2;"02";3;3;0;3;NA;53300;3807,14;1
"2459";0;4;5;1;14;23;14;5;3;1;1;2;"00";3;3;0;3;NA;53300;3807,14;1
"2460";0;7;3;0;5;23;15;5;12;1;2;2;"03";3;3;0;3;NA;77000;15400;1
"2461";0;7;3;0;5;23;14;5;12;1;2;2;"01";3;3;0;3;NA;77000;15400;0
"2462";0;2;2;1;4;23;15;5;3;1;1;2;"01";3;3;0;3;NA;26000;6500;0
"2463";0;2;2;1;4;23;14;5;3;1;1;2;"00";3;3;0;3;NA;26000;6500;1
"2464";0;2;3;1;5;23;16;5;1;1;1;2;"03";3;3;0;3;NA;36900;7380;0
"2465";0;2;2;0;4;23;17;5;1;1;1;2;"03";3;3;0;3;NA;30000;7500;1
"2466";0;2;2;0;4;23;15;5;1;1;1;2;"01";3;3;0;3;NA;30000;7500;0
"2467";1;2;4;0;9;23;19;5;4;2;0;2;"03";3;3;0;7;NA;45000;5000;0
"2468";1;6;2;1;5;23;19;5;4;1;1;2;"03";3;1;3;0;2;22480;4496;0
"2469";0;4;4;0;6;23;17;5;3;1;1;2;"03";3;3;0;3;NA;29008;4834,67;0
"2470";0;4;4;0;6;23;15;5;3;1;1;2;"01";3;3;0;3;NA;29008;4834,67;1
"2471";0;6;1;1;2;23;18;5;4;1;1;2;"04";3;3;0;3;NA;27000;13500;0
"2472";0;4;6;1;11;23;14;5;1;1;1;2;"00";3;3;0;3;NA;49200;4472,73;1
"2473";0;6;2;0;4;23;15;5;1;1;1;2;"01";3;3;0;3;NA;31700;7925;1
"2474";0;7;2;1;3;23;14;5;1;1;2;2;"00";3;3;0;3;NA;65100;21700;1
"2475";0;2;2;1;5;23;16;5;1;1;1;2;"03";3;3;0;3;NA;60000;12000;1
"2476";0;4;2;0;4;23;14;5;3;1;1;2;"02";3;3;0;3;NA;26000;6500;1
"2477";0;6;2;1;3;23;15;5;12;1;2;2;"01";3;3;0;3;NA;54000;18000;1
"2478";0;4;3;1;8;23;15;5;1;1;1;2;"01";3;3;0;3;NA;69300;8662,5;0
"2479";0;4;2;0;5;23;18;5;13;1;1;2;"04";3;1;2;0;1;41800;8360;1
"2480";0;7;4;0;6;23;16;5;1;1;2;2;"03";3;3;0;3;NA;28000;4666,67;1
"2481";0;4;5;1;7;23;17;5;1;1;1;2;"02";3;3;0;3;NA;50500;7214,29;1
"2482";0;4;2;0;4;23;18;5;4;2;0;2;"04";3;3;0;7;NA;14400;3600;0
"2483";0;4;3;0;5;23;17;5;4;1;1;2;"04";3;3;0;3;NA;20000;4000;1
"2484";0;4;3;0;5;23;13;5;4;1;1;2;"00";3;3;0;3;NA;20000;4000;1
"2485";0;4;3;1;5;25;15;5;1;1;1;2;"01";3;3;0;3;NA;45000;9000;0
"2486";0;4;2;1;4;25;15;5;1;1;1;2;"02";3;3;0;3;NA;56000;14000;0
"2487";0;4;5;1;7;25;17;5;1;1;1;2;"04";3;3;0;3;NA;34200;4885,71;1
"2488";0;2;4;0;6;25;19;5;4;2;0;1;"";4;1;3;0;1;0;0;0
"2489";0;2;4;0;6;25;15;5;4;1;1;2;"03";3;3;0;3;NA;0;0;0
"2490";0;2;3;1;4;25;19;5;1;2;0;1;"";4;1;3;0;2;18200;4550;1
"2491";0;2;3;1;4;25;16;5;1;1;1;2;"03";3;3;0;3;NA;18200;4550;1
"2492";0;4;3;0;5;25;16;5;1;1;1;2;"02";3;3;0;3;NA;54000;10800;0
"2493";0;4;3;0;5;25;15;5;1;1;1;2;"02";3;3;0;3;NA;54000;10800;0
"2494";0;7;2;0;4;25;16;5;1;1;1;2;"03";3;3;0;3;NA;40000;10000;0
"2495";0;2;3;1;8;25;15;5;1;1;1;2;"01";3;3;0;3;NA;48400;6050;1
"2496";0;4;3;1;4;25;17;5;1;1;1;2;"04";3;3;0;3;NA;36000;9000;1
"2497";0;4;3;1;4;25;16;5;1;1;1;2;"03";3;3;0;3;NA;36000;9000;0
"2498";0;4;3;0;5;25;16;5;1;1;1;2;"02";3;3;0;3;NA;53000;10600;0
"2499";0;2;3;1;6;25;18;5;4;2;0;1;"";4;3;0;7;NA;27000;4500;1
"2500";0;7;4;0;6;25;13;5;1;1;2;2;"01";3;3;0;3;NA;0;0;0
"2501";0;2;2;0;4;25;15;5;1;1;1;2;"02";3;3;0;3;NA;37000;9250;1
"2502";0;4;2;1;3;25;18;5;4;2;0;1;"";4;3;0;7;NA;12000;4000;1
"2503";0;4;3;1;6;25;17;5;1;1;1;2;"03";3;3;0;3;NA;63000;10500;1
"2504";0;6;1;1;2;25;17;5;1;1;1;2;"02";3;3;0;3;NA;33000;16500;0
"2505";0;4;2;0;4;25;17;5;1;1;1;2;"03";3;3;0;3;NA;27000;6750;0
"2506";0;4;2;0;4;25;15;5;1;1;1;2;"01";3;3;0;3;NA;27000;6750;1
"2507";0;4;2;1;4;25;16;5;1;1;1;2;"03";3;3;0;3;NA;0;0;0
"2508";0;4;2;0;4;25;17;5;1;1;1;2;"03";3;3;0;3;NA;36000;9000;0
"2509";0;2;6;1;8;25;17;5;4;1;1;2;"04";3;3;0;3;NA;45400;5675;1
"2510";0;2;6;1;8;25;16;5;4;1;1;2;"02";3;3;0;3;NA;45400;5675;1
"2511";0;7;2;1;3;25;16;5;1;1;1;2;"02";3;3;0;3;NA;33000;11000;1
"2512";0;4;2;0;5;25;15;5;1;1;1;2;"02";3;3;0;3;NA;0;0;1
"2513";0;2;6;0;13;25;17;5;1;1;1;2;"04";3;3;0;3;NA;90900;6992,31;0
"2514";0;2;6;0;13;25;15;5;1;1;1;2;"02";3;3;0;3;NA;90900;6992,31;1
"2515";0;4;3;1;5;25;14;5;4;1;1;2;"00";3;3;0;3;NA;20000;4000;0
"2516";0;2;3;1;5;25;15;5;4;1;1;2;"03";3;3;0;3;NA;50000;10000;0
"2517";0;4;4;0;6;25;16;5;4;1;1;2;"02";3;3;0;3;NA;50000;8333,33;0
"2518";0;4;4;0;6;25;14;5;4;1;1;2;"01";3;3;0;3;NA;50000;8333,33;0
"2519";0;6;4;0;9;25;15;5;1;1;1;2;"03";3;3;0;3;NA;104000;11555,56;1
"2520";0;4;6;0;8;25;15;5;4;1;1;2;"02";3;3;0;3;NA;37000;4625;1
"2521";0;4;6;0;8;25;18;5;4;2;0;1;"";4;2;0;0;NA;37000;4625;1
"2522";0;4;6;0;8;25;17;5;4;1;1;2;"04";3;3;0;3;NA;37000;4625;0
"2523";0;7;3;1;5;25;15;5;1;1;1;2;"02";3;3;0;3;NA;56000;11200;0
"2524";0;4;2;1;4;25;18;5;4;1;1;2;"04";3;3;0;3;NA;39000;9750;1
"2525";0;4;4;0;8;25;17;5;1;1;1;2;"04";3;3;0;3;NA;49400;6175;0
"2526";0;4;4;0;6;25;18;5;4;1;1;2;"04";3;3;0;3;NA;34600;5766,67;0
"2527";0;4;4;0;6;25;15;5;4;1;1;2;"02";3;3;0;3;NA;34600;5766,67;1
"2528";0;2;4;1;6;25;16;5;4;1;1;2;"03";3;3;0;3;NA;25000;4166,67;0
"2529";0;2;3;0;5;25;18;5;2;1;1;2;"04";3;3;0;3;NA;25400;5080;1
"2530";0;2;3;0;5;25;16;5;2;1;1;2;"03";3;3;0;3;NA;25400;5080;1
"2531";0;4;3;1;6;25;16;5;4;1;1;2;"03";3;3;0;3;NA;53100;8850;0
"2532";1;4;3;1;6;25;19;5;4;2;0;2;"02";3;1;3;0;3;53100;8850;0
"2533";0;6;2;0;4;25;14;5;1;1;1;2;"03";3;3;0;3;NA;73000;18250;1
"2534";0;2;1;0;3;25;15;5;1;1;1;2;"02";3;3;0;3;NA;46000;15333,33;0
"2535";0;4;3;1;4;25;17;5;4;1;1;2;"04";3;3;0;3;NA;16200;4050;1
"2536";0;4;3;1;4;25;15;5;4;1;1;2;"01";3;3;0;3;NA;16200;4050;1
"2537";0;4;2;1;3;25;19;5;4;2;0;1;"";4;1;3;0;2;16500;5500;1
"2538";0;4;4;1;8;25;18;5;1;2;0;1;"";4;1;3;0;3;82000;10250;0
"2539";0;4;8;1;11;25;18;5;4;2;0;1;"";4;3;0;7;NA;43200;3927,27;1
"2540";1;4;8;1;11;25;17;5;4;2;0;1;"";4;3;0;7;NA;43200;3927,27;1
"2541";0;4;2;0;4;25;13;5;1;1;1;2;"01";3;3;0;3;NA;32000;8000;0
"2542";0;2;2;0;4;25;16;5;1;1;1;2;"01";3;3;0;3;NA;32200;8050;0
"2543";0;6;1;1;2;25;14;5;4;1;1;2;"02";3;3;0;3;NA;15100;7550;0
"2544";0;7;1;0;3;25;17;5;1;1;2;2;"04";3;3;0;3;NA;0;0;0
"2545";0;6;2;0;4;25;14;5;1;1;1;2;"00";3;3;0;3;NA;34000;8500;1
"2546";0;2;2;1;4;25;13;5;1;1;1;2;"00";3;3;0;3;NA;35000;8750;0
"2547";0;6;3;1;6;25;15;5;1;1;1;2;"01";3;3;0;3;NA;50000;8333,33;1
"2548";0;4;2;1;5;25;19;5;1;2;0;1;"";4;1;1;0;2;59650;11930;1
"2549";0;7;3;1;4;25;16;5;1;1;1;2;"03";3;3;0;3;NA;0;0;1
"2550";0;7;3;1;4;25;13;5;1;1;1;2;"00";3;3;0;3;NA;0;0;0
"2551";0;7;2;1;4;25;13;5;12;1;1;2;"00";3;3;0;3;NA;32700;8175;0
"2552";0;4;2;0;4;25;15;5;1;1;1;2;"02";3;3;0;3;NA;62000;15500;1
"2553";0;4;3;0;8;25;18;5;4;2;0;1;"";4;2;0;0;NA;30000;3750;1
"2554";0;4;3;0;8;25;15;5;4;1;1;2;"01";3;3;0;3;NA;30000;3750;1
"2555";0;4;3;0;8;25;13;5;4;1;1;2;"00";3;3;0;3;NA;30000;3750;0
"2556";0;4;5;1;6;25;17;5;4;1;1;2;"01";3;3;0;3;NA;12820;2136,67;0
"2557";0;4;5;1;6;25;15;5;4;1;1;2;"00";3;3;0;3;NA;12820;2136,67;0
"2558";0;4;4;0;6;25;17;5;1;1;1;2;"03";3;3;0;3;NA;25000;4166,67;0
"2559";0;4;4;0;6;25;15;5;1;1;1;2;"02";3;3;0;3;NA;25000;4166,67;1
"2560";0;4;4;0;6;25;14;5;1;1;1;2;"01";3;3;0;3;NA;25000;4166,67;1
"2561";0;4;6;0;8;25;18;5;4;2;0;2;"01";3;3;0;4;NA;29800;3725;1
"2562";0;4;6;0;8;25;18;5;4;1;1;2;"00";3;3;0;3;NA;29800;3725;1
"2563";1;4;6;0;8;25;16;5;4;2;0;2;"01";3;3;0;7;NA;29800;3725;1
"2564";1;4;6;0;8;25;14;5;4;2;0;2;"01";3;3;0;7;NA;29800;3725;1
"2565";0;4;2;1;3;25;18;5;1;1;1;2;"04";3;3;0;3;NA;37500;12500;0
"2566";0;4;3;1;4;25;19;5;4;2;0;1;"";4;2;3;0;NA;14000;3500;0
"2567";0;4;3;1;4;25;17;5;1;1;1;2;"04";3;3;0;3;NA;14000;3500;0
"2568";1;4;3;0;4;25;19;5;4;2;0;2;"01";3;1;3;0;2;39600;9900;0
"2569";0;4;3;0;4;25;13;5;4;1;1;2;"00";3;3;0;3;NA;39600;9900;1
"2570";0;2;2;0;6;25;17;5;4;1;1;2;"03";3;3;0;3;NA;0;0;0
"2571";0;2;2;0;6;25;15;5;4;1;1;2;"02";3;3;0;3;NA;0;0;0
"2572";0;4;3;0;5;25;13;5;4;1;1;2;"00";3;3;0;3;NA;28300;5660;1
"2573";0;7;3;0;5;25;16;5;1;1;1;2;"03";3;3;0;3;NA;55000;11000;0
"2574";0;7;3;0;5;25;13;5;1;1;1;2;"00";3;3;0;3;NA;55000;11000;1
"2575";0;4;2;1;5;25;18;5;1;1;1;2;"03";3;1;2;0;1;0;0;0
"2576";0;4;2;0;6;25;15;5;1;1;1;2;"03";3;3;0;3;NA;39400;6566,67;0
"2577";0;6;4;1;8;25;16;5;1;1;1;2;"04";3;1;2;0;2;77900;9737,5;1
"2578";0;6;2;0;4;25;13;5;1;1;1;2;"01";3;3;0;3;NA;22000;5500;1
"2579";0;2;4;0;6;25;18;5;1;1;1;2;"04";3;3;0;3;NA;18000;3000;0
"2580";0;4;2;0;7;25;15;5;1;1;1;2;"02";3;3;0;3;NA;56000;8000;0
"2581";1;2;3;0;9;25;19;5;4;1;1;2;"04";3;3;0;3;NA;38700;4300;0
"2582";0;4;4;1;6;25;13;5;1;1;1;2;"00";3;3;0;3;NA;35000;5833,33;1
"2583";0;2;2;0;4;25;13;5;1;1;1;2;"00";3;3;0;3;NA;0;0;0
"2584";0;2;2;0;3;25;16;5;1;1;1;2;"01";3;3;0;3;NA;26000;8666,67;0
"2585";0;7;2;0;4;25;17;5;1;1;1;2;"03";3;3;0;3;NA;40000;10000;0
"2586";0;2;2;1;3;25;15;5;1;1;1;2;"02";3;3;0;3;NA;14000;4666,67;0
"2587";0;2;2;1;3;25;13;5;1;1;1;2;"00";3;3;0;3;NA;14000;4666,67;1
"2588";0;2;3;0;5;25;15;5;4;1;1;2;"01";3;3;0;3;NA;25400;5080;1
"2589";0;4;4;1;6;25;13;5;4;1;1;2;"00";3;3;0;3;NA;37800;6300;1
"2590";0;6;4;0;6;25;16;5;1;1;1;2;"04";3;3;0;3;NA;113000;18833,33;1
"2591";0;4;2;0;4;25;14;5;1;1;1;2;"00";3;3;0;3;NA;36000;9000;0
"2592";0;4;3;0;5;25;18;5;4;2;0;1;"";4;1;3;0;3;41400;8280;0
"2593";0;4;3;0;5;25;17;5;1;1;1;2;"02";3;3;0;3;NA;41400;8280;0
"2594";0;4;3;0;5;25;14;5;1;1;1;2;"01";3;3;0;3;NA;41400;8280;0
"2595";0;4;1;1;3;25;15;5;4;1;1;2;"03";3;3;0;3;NA;24600;8200;1
"2596";0;2;3;0;6;25;17;5;4;1;1;2;"04";3;3;0;3;NA;46100;7683,33;0
"2597";0;4;3;0;5;25;16;5;1;1;1;2;"02";3;3;0;3;NA;43000;8600;0
"2598";1;2;3;1;6;25;17;5;4;2;0;2;"00";3;3;0;4;NA;33900;5650;0
"2599";0;4;3;0;5;25;13;5;4;1;1;2;"00";3;3;0;3;NA;26200;5240;0
"2600";0;4;2;1;4;25;15;5;1;1;1;2;"04";3;3;0;3;NA;28000;7000;0
"2601";0;2;3;0;5;25;19;5;4;2;0;1;"";4;1;3;0;3;39400;7880;0
"2602";0;2;3;0;5;25;17;5;4;1;1;2;"02";3;3;0;3;NA;39400;7880;0
"2603";0;7;1;1;2;25;15;5;1;1;2;2;"03";3;3;0;3;NA;71000;35500;1
"2604";0;7;4;1;5;25;13;5;1;1;1;2;"00";3;3;0;3;NA;33000;6600;1
"2605";0;6;3;0;5;25;14;5;1;1;1;2;"02";3;3;0;1;NA;33000;6600;0
"2606";0;2;3;0;7;25;18;5;1;2;0;2;"01";3;3;0;7;NA;73000;10428,57;1
"2607";0;4;3;1;4;25;16;5;1;1;1;2;"04";3;3;0;3;NA;30000;7500;1
"2608";0;4;8;0;10;25;17;5;1;1;1;2;"04";3;3;0;3;NA;58000;5800;0
"2609";0;4;8;0;10;25;16;5;1;1;1;2;"05";3;3;0;3;NA;58000;5800;0
"2610";0;4;8;0;10;25;15;5;1;1;1;2;"03";3;3;0;3;NA;58000;5800;1
"2611";0;4;8;0;10;25;13;5;1;1;1;2;"00";3;3;0;3;NA;58000;5800;0
"2612";0;7;1;1;2;25;15;5;1;1;1;2;"02";3;3;0;3;NA;30000;15000;0
"2613";0;4;2;0;4;25;16;5;1;1;1;2;"04";3;3;0;3;NA;45000;11250;1
"2614";0;4;2;0;4;25;13;5;1;1;1;2;"01";3;3;0;3;NA;45000;11250;1
"2615";0;4;4;1;5;25;16;5;4;1;1;2;"02";3;3;0;3;NA;65500;13100;1
"2616";0;7;1;1;3;25;15;5;12;1;1;2;"02";3;3;0;3;NA;0;0;0
"2617";0;4;5;0;7;25;18;5;1;1;1;2;"03";3;3;0;3;NA;74000;10571,43;1
"2618";0;2;3;0;5;25;16;5;1;1;1;2;"03";3;3;0;3;NA;30000;6000;1
"2619";0;6;2;0;4;25;15;5;1;1;1;2;"03";3;3;0;3;NA;0;0;1
"2620";0;6;2;0;4;25;14;5;1;1;1;2;"04";3;3;0;3;NA;0;0;1
"2621";0;4;1;1;3;25;19;5;1;2;0;1;"";4;3;0;1;NA;50900;16966,67;0
"2622";0;2;3;0;5;25;16;5;4;1;1;2;"02";3;3;0;3;NA;0;0;0
"2623";0;7;1;1;2;25;14;5;1;1;1;2;"02";3;3;0;3;NA;35000;17500;1
"2624";0;4;2;1;3;26;13;5;1;1;1;2;"00";3;3;0;3;NA;33000;11000;1
"2625";0;6;3;1;5;26;16;5;4;1;1;2;"02";3;3;0;3;NA;14000;2800;0
"2626";0;7;2;0;3;26;16;5;4;1;1;2;"03";3;3;0;3;NA;25200;8400;0
"2627";0;7;2;0;3;26;16;5;4;1;1;2;"03";3;3;0;3;NA;25200;8400;0
"2628";0;4;4;1;5;26;14;5;4;1;1;2;"01";3;3;0;3;NA;23000;4600;0
"2629";0;4;2;0;4;26;19;5;1;2;0;1;"";4;2;0;0;NA;80000;20000;0
"2630";0;4;2;0;4;26;17;5;1;1;1;2;"04";3;3;0;3;NA;80000;20000;0
"2631";0;2;2;0;4;26;13;5;4;1;1;2;"00";3;3;0;3;NA;13800;3450;1
"2632";0;2;3;0;5;26;17;5;4;1;1;2;"03";3;3;0;3;NA;0;0;0
"2633";1;2;3;1;4;26;19;5;4;1;1;2;"02";3;3;0;3;NA;9400;2350;1
"2634";0;2;3;1;4;26;13;5;4;1;1;2;"02";3;3;0;3;NA;9400;2350;1
"2635";0;6;2;0;4;26;17;5;1;1;1;2;"05";3;3;0;3;NA;25000;6250;0
"2636";0;6;2;0;4;26;19;5;1;2;0;1;"";4;3;0;4;NA;25000;6250;1
"2637";0;4;1;0;3;26;13;5;4;1;1;2;"01";3;3;0;3;NA;46500;15500;1
"2638";0;4;2;0;4;26;13;5;1;1;1;2;"01";3;3;0;3;NA;53000;13250;0
"2639";1;2;1;0;3;26;19;5;4;2;0;2;"04";3;2;3;0;NA;20100;6700;1
"2640";0;2;1;0;3;26;16;5;1;1;1;2;"04";3;3;0;3;NA;42000;14000;1
"2641";0;4;2;0;3;26;17;5;1;1;2;2;"04";3;3;0;3;NA;55000;18333,33;0
"2642";0;4;2;0;3;26;14;5;1;1;2;2;"01";3;3;0;3;NA;55000;18333,33;0
"2643";0;4;2;0;4;26;15;5;1;1;1;2;"03";3;3;0;3;NA;50000;12500;1
"2644";0;2;1;1;2;26;18;5;4;2;0;2;"03";3;1;3;0;2;15000;7500;0
"2645";0;4;2;0;4;26;14;5;1;1;1;2;"01";3;3;0;3;NA;38000;9500;0
"2646";0;4;2;0;4;26;17;5;1;1;1;2;"04";3;3;0;3;NA;38000;9500;0
"2647";1;4;3;0;5;26;19;5;4;1;1;2;"05";3;3;0;3;NA;40000;8000;0
"2648";0;2;2;1;5;26;14;5;1;1;1;2;"02";3;3;0;3;NA;0;0;1
"2649";0;6;2;0;5;26;18;5;1;1;1;2;"05";3;3;0;3;NA;65000;13000;1
"2650";0;4;2;0;5;26;14;5;1;1;1;2;"02";3;3;0;3;NA;57500;11500;0
"2651";0;7;2;1;3;26;17;5;4;1;1;2;"04";3;3;0;3;NA;221000;73666,67;0
"2652";0;2;2;0;4;26;18;5;1;1;1;2;"05";3;3;0;3;NA;40000;10000;0
"2653";0;2;4;0;6;26;18;5;4;1;1;2;"04";3;3;0;3;NA;122000;20333,33;0
"2654";0;2;4;0;6;26;15;5;4;1;1;2;"03";3;3;0;3;NA;122000;20333,33;0
"2655";0;4;4;1;6;26;16;5;1;1;1;2;"02";3;3;0;3;NA;22000;3666,67;1
"2656";0;4;4;1;6;26;14;5;1;1;1;2;"00";3;3;0;3;NA;22000;3666,67;1
"2657";0;6;3;0;4;26;19;5;4;2;0;1;"";4;3;0;7;NA;28000;7000;0
"2658";0;6;3;0;4;26;17;5;4;1;1;2;"05";3;3;0;3;NA;28000;7000;0
"2659";0;2;4;0;8;26;17;5;1;1;1;2;"01";3;3;0;3;NA;8000;1000;0
"2660";0;2;4;0;8;26;15;5;1;1;1;2;"03";3;3;0;3;NA;8000;1000;1
"2661";0;7;2;1;3;26;13;5;1;1;1;2;"01";3;3;0;3;NA;54000;18000;0
"2662";0;7;2;1;3;26;13;5;1;1;1;2;"01";3;3;0;3;NA;54000;18000;0
"2663";0;4;2;0;4;26;16;5;1;1;2;2;"04";3;3;0;3;NA;0;0;0
"2664";0;4;2;0;4;26;13;5;1;1;1;2;"02";3;3;0;3;NA;75000;18750;1
"2665";0;7;1;0;3;26;15;5;1;1;1;2;"03";3;3;0;3;NA;36000;12000;1
"2666";0;2;1;1;3;26;18;5;4;1;1;2;"04";3;3;0;3;NA;19200;6400;0
"2667";0;2;3;0;5;26;14;5;1;1;1;2;"01";3;3;0;3;NA;38500;7700;1
"2668";0;2;3;0;5;26;16;5;1;1;1;2;"01";3;3;0;3;NA;38500;7700;0
"2669";0;4;2;1;5;26;15;5;1;1;1;2;"02";3;3;0;3;NA;36500;7300;0
"2670";0;4;2;1;5;26;14;5;1;1;1;2;"01";3;3;0;3;NA;36500;7300;1
"2671";0;4;6;1;10;26;15;5;4;1;1;2;"01";3;3;0;3;NA;83000;8300;0
"2672";0;4;6;1;10;26;17;5;4;1;1;2;"01";3;1;3;0;3;83000;8300;0
"2673";0;4;6;1;10;26;13;5;4;1;1;2;"02";3;1;4;0;2;83000;8300;1
"2674";0;4;3;0;5;26;17;5;1;1;1;2;"03";3;3;0;3;NA;70000;14000;0
"2675";0;4;3;0;5;26;13;5;1;1;1;2;"01";3;3;0;3;NA;70000;14000;0
"2676";0;4;2;0;3;26;14;5;1;1;1;2;"02";3;3;0;3;NA;15000;5000;1
"2677";0;2;4;1;5;26;18;5;1;1;1;2;"05";3;3;0;3;NA;29000;5800;1
"2678";0;2;4;1;5;26;16;5;1;1;1;2;"03";3;3;0;3;NA;29000;5800;1
