"";"deserta";"educ_jefe";"hermanos";"jmujer";"miembros";"aglomerado";"edad";"ch07";"ch08";"ch10";"ch11";"ch13";"ch14";"nivel_ed";"estado";"cat_ocup";"cat_inac";"intensi";"ingresos_familiares";"ingreso_per_capita";"mujer"
"1133";0;4;2;0;4;10;16;5;4;1;1;2;"01";3;3;0;3;NA;38000;9500;1
"1134";0;2;2;1;4;10;16;5;4;1;1;2;"01";3;3;0;3;NA;28500;7125;1
"1135";0;4;2;1;3;10;14;5;1;1;2;2;"01";3;3;0;3;NA;19000;6333,33;0
"1136";0;6;2;0;5;10;18;5;1;1;1;2;"01";3;3;0;3;NA;164800;32960;0
"1137";1;2;4;0;7;10;19;5;1;1;1;2;"02";3;3;0;3;NA;63800;9114,29;1
"1138";0;2;4;0;7;10;16;5;1;1;1;2;"03";3;3;0;3;NA;63800;9114,29;0
"1139";0;2;2;1;3;10;15;5;4;1;2;2;"01";3;3;0;3;NA;8000;2666,67;0
"1140";0;2;4;0;6;10;19;5;1;2;0;1;"";4;2;3;0;NA;84000;14000;1
"1141";0;2;2;1;3;10;13;5;4;1;1;2;"00";3;3;0;3;NA;12000;4000;1
"1142";0;4;4;1;6;10;17;5;1;1;1;2;"04";3;3;0;3;NA;60000;10000;1
"1143";0;4;4;1;6;10;13;5;1;1;1;2;"00";3;3;0;3;NA;60000;10000;1
"1144";0;4;4;1;6;10;13;5;1;1;1;2;"00";3;3;0;3;NA;60000;10000;0
"1145";0;4;2;0;4;10;14;5;4;1;1;2;"00";3;3;0;3;NA;19760;4940;1
"1146";0;7;2;0;4;10;14;5;1;1;2;2;"02";3;3;0;3;NA;53000;13250;1
"1147";0;2;2;1;4;10;17;5;4;1;1;2;"01";3;3;0;3;NA;24100;6025;0
"1148";0;4;2;0;5;10;14;5;1;1;2;2;"02";3;3;0;3;NA;58500;11700;1
"1149";0;4;2;0;4;10;13;5;1;1;1;2;"01";3;3;0;3;NA;27000;6750;0
"1150";0;4;2;0;4;10;15;5;1;1;1;2;"04";3;3;0;3;NA;45000;11250;0
"1151";0;4;5;1;8;10;13;5;4;1;1;2;"00";3;3;0;3;NA;71750;8968,75;0
"1152";0;4;3;0;5;10;17;5;1;1;1;2;"00";3;3;0;3;NA;56000;11200;0
"1153";0;4;3;0;5;10;15;5;1;1;2;2;"00";3;3;0;3;NA;56000;11200;0
"1154";0;2;4;1;5;10;14;5;4;1;1;2;"01";3;3;0;3;NA;6000;1200;1
"1155";0;2;4;0;6;10;18;5;4;1;1;2;"04";3;3;0;3;NA;12000;2000;0
"1156";0;4;3;0;5;10;14;5;1;1;2;2;"00";3;3;0;3;NA;75000;15000;1
"1157";0;4;3;0;5;10;15;5;4;1;2;2;"04";3;1;3;0;2;85000;17000;0
"1158";0;7;3;1;6;10;14;5;1;1;2;2;"02";3;3;0;3;NA;78000;13000;1
"1159";0;7;2;1;4;10;16;5;1;1;1;2;"03";3;3;0;3;NA;110000;27500;1
"1160";0;4;2;0;4;10;17;5;4;1;1;2;"02";3;3;0;3;NA;16000;4000;1
"1161";0;6;2;0;4;10;14;5;1;1;2;2;"01";3;3;0;3;NA;65000;16250;0
"1162";0;2;2;0;4;10;19;5;4;2;0;1;"";4;1;3;0;3;18075;4518,75;0
"1163";0;4;3;0;5;10;16;5;1;1;1;2;"03";3;3;0;3;NA;0;0;0
"1164";0;4;2;0;4;10;14;5;1;1;1;2;"00";3;3;0;3;NA;90000;22500;0
"1165";0;4;4;0;6;10;17;5;1;1;1;2;"03";3;3;0;3;NA;35000;5833,33;1
"1166";1;7;1;1;2;10;17;5;1;2;0;2;"03";3;3;0;7;NA;31800;15900;1
"1167";0;4;8;0;12;10;18;5;1;1;1;2;"00";3;3;0;3;NA;33300;2775;1
"1168";0;4;8;0;12;10;13;5;1;1;1;2;"00";3;3;0;3;NA;33300;2775;1
"1169";0;4;2;0;4;10;16;5;1;1;1;2;"04";3;3;0;3;NA;0;0;0
"1170";0;6;2;0;4;10;17;5;1;1;1;2;"03";3;3;0;3;NA;63000;15750;0
"1171";0;4;4;0;6;10;16;5;1;1;2;2;"03";3;3;0;3;NA;40000;6666,67;1
"1172";0;7;4;0;6;10;14;5;1;1;1;2;"01";3;3;0;3;NA;63000;10500;0
"1173";1;2;3;0;5;10;19;5;4;2;0;2;"01";3;2;3;0;NA;37000;7400;1
"1174";1;2;6;0;8;10;19;5;4;2;0;2;"01";3;3;0;7;NA;53000;6625;0
"1175";0;2;6;0;8;10;14;5;4;1;1;2;"00";3;3;0;3;NA;53000;6625;1
"1176";0;2;1;0;3;10;14;5;1;1;2;2;"01";3;3;0;3;NA;20000;6666,67;1
"1177";0;4;2;0;4;10;16;5;1;1;2;2;"02";3;3;0;3;NA;30000;7500;1
"1178";0;6;2;0;4;10;14;5;4;1;1;2;"00";3;3;0;3;NA;114000;28500;0
"1179";0;7;1;1;2;10;16;5;1;1;2;2;"03";3;3;0;3;NA;55000;27500;0
"1180";0;4;4;0;6;10;13;5;4;1;1;2;"00";3;3;0;3;NA;16400;2733,33;1
"1181";1;2;1;0;2;10;15;5;4;2;0;2;"01";3;3;0;4;NA;17500;8750;1
"1182";0;2;3;1;5;10;15;5;4;1;1;2;"00";3;1;3;0;2;31400;6280;0
"1183";0;2;3;0;5;10;18;5;1;2;0;1;"";4;3;0;4;NA;48000;9600;1
"1184";0;2;3;0;5;10;16;5;1;1;1;2;"02";3;3;0;3;NA;48000;9600;0
"1185";1;2;4;0;8;10;19;5;1;2;0;2;"03";3;1;3;0;2;52760;6595;0
"1186";0;2;4;0;8;10;15;5;1;1;1;2;"00";3;3;0;3;NA;52760;6595;0
"1187";0;6;2;1;4;10;13;5;1;1;1;2;"00";3;3;0;3;NA;0;0;0
"1188";0;4;2;1;3;10;13;5;4;1;1;2;"00";3;3;0;3;NA;35000;11666,67;1
"1189";0;2;4;0;7;12;19;5;1;2;0;1;"";4;3;0;7;NA;105000;15000;0
"1190";0;2;4;0;7;12;18;5;1;2;0;1;"";4;3;0;7;NA;105000;15000;1
"1191";0;4;2;0;4;12;15;5;1;1;1;2;"03";3;3;0;3;NA;37000;9250;0
"1192";0;4;2;0;4;12;14;5;1;1;1;2;"02";3;3;0;3;NA;37000;9250;1
"1193";0;4;2;0;4;12;16;5;1;1;1;2;"04";3;3;0;3;NA;46000;11500;0
"1194";0;4;2;0;4;12;14;5;1;1;1;2;"03";3;3;0;3;NA;46000;11500;0
"1195";0;7;1;0;3;12;14;5;1;1;1;2;"02";3;3;0;3;NA;69000;23000;0
"1196";0;7;1;1;3;12;14;5;1;1;1;2;"03";3;3;0;3;NA;37000;12333,33;1
"1197";0;4;1;0;3;12;14;5;1;1;1;2;"02";3;3;0;3;NA;26000;8666,67;1
"1198";0;4;3;1;4;12;14;5;3;1;1;2;"03";3;3;0;3;NA;26800;6700;0
"1199";0;4;2;0;4;12;18;5;1;1;1;2;"06";3;3;0;3;NA;29800;7450;0
"1200";1;4;3;1;5;12;17;5;3;2;0;2;"00";3;3;0;7;NA;22750;4550;0
"1201";0;4;2;0;4;12;14;5;1;1;1;2;"02";3;3;0;3;NA;26000;6500;1
"1202";0;2;1;0;3;12;13;5;1;1;1;2;"01";3;3;0;3;NA;38300;12766,67;1
"1203";0;4;4;0;6;12;13;5;3;1;1;2;"01";3;3;0;3;NA;24000;4000;1
"1204";0;4;3;0;5;12;16;5;1;1;1;2;"02";3;3;0;3;NA;31000;6200;0
"1205";0;4;3;0;5;12;15;5;1;1;1;2;"02";3;3;0;3;NA;39000;7800;0
"1206";0;6;1;1;2;12;13;5;1;1;2;2;"01";3;3;0;3;NA;35000;17500;0
"1207";0;4;1;0;2;12;14;5;1;1;2;2;"01";3;3;0;3;NA;51000;25500;0
"1208";0;4;4;0;6;12;19;5;1;2;0;1;"";4;3;0;7;NA;34300;5716,67;0
"1209";0;4;4;0;6;12;17;5;1;1;1;2;"05";3;3;0;3;NA;34300;5716,67;0
"1210";0;4;4;0;6;12;13;5;1;1;1;2;"01";3;3;0;3;NA;34300;5716,67;1
"1211";0;4;2;1;4;12;16;5;4;1;1;2;"04";3;3;0;3;NA;20000;5000;0
"1212";0;4;2;1;4;12;13;5;4;1;1;2;"00";3;3;0;3;NA;20000;5000;1
"1213";0;4;2;0;4;12;14;5;1;1;2;2;"02";3;3;0;3;NA;77000;19250;0
"1214";0;2;2;0;6;12;16;5;1;1;1;2;"04";3;3;0;3;NA;45500;7583,33;0
"1215";0;2;2;0;6;12;13;5;1;1;1;2;"01";3;3;0;3;NA;45500;7583,33;1
"1216";1;4;9;0;18;12;19;5;4;1;1;2;"05";3;3;0;3;NA;41000;2277,78;0
"1217";0;4;9;0;18;12;18;5;4;1;1;2;"04";3;3;0;3;NA;41000;2277,78;1
"1218";0;4;9;0;18;12;15;5;4;1;1;2;"03";3;3;0;3;NA;41000;2277,78;1
"1219";0;4;9;0;18;12;13;5;4;1;1;2;"01";3;3;0;3;NA;41000;2277,78;0
"1220";1;4;3;0;6;12;19;5;4;1;1;2;"03";3;3;0;3;NA;41300;6883,33;0
"1221";0;2;4;0;5;12;18;5;1;1;2;2;"05";3;3;0;3;NA;68500;13700;1
"1222";1;2;2;0;4;12;13;5;4;2;0;2;"00";3;3;0;4;NA;32600;8150;1
"1223";0;4;3;0;5;12;18;5;1;1;1;2;"05";3;3;0;3;NA;28000;5600;1
"1224";0;4;3;0;5;12;16;5;1;1;1;2;"04";3;3;0;3;NA;28000;5600;1
"1225";0;6;1;0;2;12;14;5;1;1;1;2;"02";3;3;0;3;NA;57600;28800;0
"1226";0;4;2;1;3;12;17;5;1;1;1;2;"04";3;3;0;3;NA;46000;15333,33;0
"1227";0;4;2;1;3;12;14;5;1;1;1;2;"02";3;3;0;3;NA;46000;15333,33;0
"1228";1;7;1;1;2;12;19;5;1;1;1;2;"05";3;3;0;3;NA;37000;18500;0
"1229";0;4;4;0;6;12;15;5;1;1;2;2;"04";3;3;0;3;NA;105000;17500;1
"1230";1;6;3;1;4;12;19;5;4;1;1;2;"05";3;3;0;3;NA;30000;7500;0
"1231";0;6;3;1;4;12;15;5;1;1;1;2;"02";3;3;0;3;NA;30000;7500;0
"1232";0;6;1;1;4;12;13;5;1;1;2;2;"00";3;3;0;3;NA;130000;32500;0
"1233";0;0;2;1;3;12;19;5;4;2;0;1;"";4;3;0;4;NA;14500;4833,33;1
"1234";0;2;3;0;5;12;18;5;4;1;1;2;"05";3;3;0;3;NA;26500;5300;1
"1235";0;2;2;0;3;12;19;5;3;2;0;1;"";4;3;0;4;NA;40000;13333,33;0
"1236";0;2;2;0;4;12;17;5;4;1;1;2;"04";3;3;0;3;NA;12700;3175;1
"1237";0;2;2;0;4;12;15;5;4;1;1;2;"03";3;3;0;3;NA;12700;3175;1
"1238";1;4;1;1;2;12;16;5;3;2;0;2;"02";3;3;0;4;NA;15900;7950;1
"1239";0;7;3;0;5;12;15;5;1;1;1;2;"00";3;3;0;3;NA;180000;36000;0
"1240";0;6;3;1;6;12;13;5;1;1;2;2;"01";3;3;0;3;NA;30100;5016,67;1
"1241";0;4;3;1;4;12;16;5;1;1;1;2;"04";3;3;0;3;NA;24800;6200;1
"1242";0;6;1;1;2;12;17;5;3;1;1;2;"05";3;3;0;3;NA;10700;5350;1
"1243";0;4;3;1;6;12;14;5;4;1;1;2;"03";3;3;0;3;NA;30000;5000;1
"1244";0;2;2;0;4;12;15;5;4;1;1;2;"04";3;3;0;3;NA;29000;7250;0
"1245";0;4;4;1;7;12;18;5;1;1;1;2;"04";3;3;0;3;NA;40700;5814,29;1
"1246";0;4;4;1;7;12;15;5;1;1;1;2;"02";3;3;0;3;NA;40700;5814,29;1
"1247";0;4;1;0;3;12;17;5;1;1;1;2;"04";3;3;0;3;NA;64000;21333,33;1
"1248";0;4;4;0;6;12;18;5;1;1;1;2;"05";3;3;0;3;NA;28100;4683,33;0
"1249";0;4;4;0;6;12;15;5;1;1;1;2;"03";3;3;0;3;NA;28100;4683,33;0
"1250";0;4;4;0;6;12;18;5;4;1;1;2;"04";3;3;0;3;NA;14100;2350;0
"1251";0;4;4;0;6;12;15;5;3;1;1;2;"02";3;3;0;3;NA;14100;2350;1
"1252";0;6;2;0;4;12;13;5;1;1;2;2;"00";3;3;0;3;NA;83000;20750;1
"1253";0;4;4;0;6;12;13;5;4;1;1;2;"00";3;3;0;3;NA;45000;7500;0
"1254";0;4;4;0;6;12;15;5;1;1;1;2;"03";3;3;0;3;NA;90000;15000;0
"1255";0;4;3;1;4;12;19;5;1;1;1;2;"06";3;3;0;3;NA;27000;6750;0
"1256";0;4;3;1;4;12;19;5;1;1;1;2;"06";3;3;0;3;NA;27000;6750;0
"1257";0;6;1;0;3;12;16;5;4;1;1;2;"04";3;3;0;3;NA;36000;12000;0
"1258";0;4;2;0;4;12;15;5;1;1;1;2;"02";3;3;0;3;NA;50000;12500;1
"1259";0;4;3;0;5;12;14;5;4;1;1;2;"01";3;3;0;3;NA;23000;4600;0
"1260";1;4;2;0;7;12;19;5;1;1;1;2;"05";3;3;0;3;NA;67000;9571,43;0
"1261";0;4;1;0;3;12;19;5;4;2;0;1;"";4;1;3;0;1;33000;11000;0
"1262";0;6;2;0;4;12;18;5;1;2;0;1;"";4;3;0;4;NA;197000;49250;0
"1263";0;2;4;0;8;12;18;5;4;1;1;2;"04";3;3;0;3;NA;44100;5512,5;0
"1264";0;7;2;0;4;12;15;5;1;1;2;2;"02";3;3;0;3;NA;0;0;0
"1265";0;7;2;0;4;12;13;5;4;1;1;2;"01";3;3;0;3;NA;74000;18500;0
"1266";1;4;2;0;4;12;19;5;1;1;1;2;"05";3;3;0;3;NA;31000;7750;0
"1267";0;4;2;1;4;12;14;5;1;1;1;2;"01";3;3;0;3;NA;39400;9850;0
"1268";0;4;2;0;4;12;16;5;4;1;2;2;"04";3;3;0;3;NA;45400;11350;0
"1269";0;2;5;0;7;12;17;5;1;1;1;2;"04";3;3;0;3;NA;56000;8000;0
"1270";1;2;4;0;11;12;17;5;4;2;0;2;"01";3;1;3;0;1;56250;5113,64;0
"1271";0;4;4;0;6;12;13;5;1;1;1;2;"00";3;3;0;3;NA;22800;3800;0
"1272";0;7;3;0;5;12;16;5;1;1;2;2;"05";3;3;0;3;NA;70000;14000;0
"1273";0;7;3;0;5;12;15;5;1;1;2;2;"03";3;3;0;3;NA;70000;14000;1
"1274";0;2;5;1;6;12;19;5;3;2;0;1;"";4;3;0;4;NA;18500;3083,33;1
"1275";0;2;5;1;6;12;16;5;3;1;1;2;"04";3;3;0;3;NA;18500;3083,33;1
"1276";0;2;7;1;8;12;16;5;3;1;1;2;"00";3;3;0;3;NA;12800;1600;0
"1277";0;2;7;1;8;12;15;5;3;1;1;2;"02";3;3;0;3;NA;12800;1600;1
"1278";0;2;7;1;8;12;14;5;3;1;1;2;"00";3;3;0;3;NA;12800;1600;1
"1279";0;7;2;1;3;12;17;5;1;1;2;2;"05";3;3;0;3;NA;43500;14500;1
"1280";0;4;5;0;7;12;16;5;4;1;1;2;"00";3;1;2;0;2;25150;3592,86;0
"1281";0;7;1;0;3;12;14;5;1;1;2;2;"03";3;3;0;3;NA;55000;18333,33;1
"1282";0;2;1;1;3;12;17;5;4;1;1;2;"04";3;3;0;3;NA;12000;4000;1
"1283";0;4;8;1;10;12;16;5;3;1;1;2;"00";3;3;0;3;NA;41700;4170;0
"1284";0;4;8;1;10;12;18;5;3;1;1;2;"04";3;3;0;3;NA;41700;4170;0
"1285";0;6;3;0;5;12;13;5;1;1;2;2;"01";3;3;0;3;NA;55000;11000;0
"1286";0;7;2;0;4;12;18;5;1;1;1;2;"05";3;3;0;3;NA;71000;17750;1
"1287";0;4;2;1;3;12;15;5;4;1;1;2;"05";3;3;0;3;NA;17000;5666,67;1
"1288";1;4;9;0;11;12;13;5;3;2;0;2;"00";3;3;0;7;NA;43400;3945,45;1
"1289";0;4;9;0;11;12;15;5;3;1;1;2;"03";3;3;0;3;NA;43400;3945,45;1
"1290";1;2;3;1;6;12;19;5;4;2;0;2;"04";3;1;3;0;3;55500;9250;0
"1291";1;2;3;1;6;12;15;5;3;2;0;2;"02";3;1;3;0;3;55500;9250;0
"1292";0;2;3;0;5;12;16;5;4;1;1;2;"03";3;3;0;3;NA;34750;6950;1
"1293";0;2;1;0;2;13;18;5;1;2;0;2;"02";3;1;3;0;3;52900;26450;0
"1294";0;4;4;1;6;13;18;5;1;1;1;2;"01";3;1;3;0;3;63000;10500;1
"1295";1;5;3;1;4;13;19;5;1;1;1;2;"00";3;1;3;0;2;28000;7000;0
"1296";0;4;3;1;4;14;16;5;4;1;1;2;"03";3;3;0;3;NA;24000;6000;1
"1297";0;4;3;1;4;14;16;5;4;1;1;2;"03";3;3;0;3;NA;24000;6000;1
"1298";0;4;3;1;4;14;15;5;4;1;1;2;"02";3;3;0;3;NA;24000;6000;1
"1299";0;6;4;0;6;14;15;5;1;1;1;2;"02";3;3;0;3;NA;28000;4666,67;1
"1300";1;6;4;0;6;14;19;5;4;1;1;2;"05";3;3;0;3;NA;28000;4666,67;1
"1301";0;6;2;0;4;14;15;5;4;1;1;2;"03";3;3;0;3;NA;30500;7625;0
"1302";0;7;2;0;4;14;15;5;1;1;1;2;"03";3;3;0;3;NA;102000;25500;1
"1303";0;4;3;1;4;14;15;5;4;1;1;2;"02";3;3;0;3;NA;4000;1000;1
"1304";0;2;1;0;4;14;17;5;1;1;1;2;"05";3;3;0;3;NA;23500;5875;1
"1305";0;6;1;1;3;14;15;5;1;1;1;2;"03";3;3;0;3;NA;70000;23333,33;1
"1306";0;4;1;0;4;14;16;5;4;1;1;2;"04";3;3;0;3;NA;0;0;0
"1307";0;2;3;0;5;14;17;5;4;1;1;2;"05";3;3;0;3;NA;33000;6600;0
"1308";0;4;6;0;8;14;18;5;1;2;0;1;"";4;1;3;0;1;32300;4037,5;1
"1309";0;4;6;0;8;14;15;5;3;1;1;2;"02";3;3;0;3;NA;32300;4037,5;0
"1310";0;4;6;0;8;14;13;5;3;1;1;2;"01";3;3;0;3;NA;32300;4037,5;1
"1311";0;2;2;0;3;14;19;5;1;1;1;2;"06";3;3;0;3;NA;12000;4000;0
"1312";1;4;1;0;3;14;19;5;1;1;1;2;"05";3;3;0;3;NA;12000;4000;1
"1313";0;4;4;0;6;14;16;5;4;1;1;2;"04";3;3;0;3;NA;44000;7333,33;0
"1314";0;2;2;1;3;14;18;5;4;2;0;2;"04";3;3;0;4;NA;27000;9000;1
"1315";0;6;2;0;4;14;15;5;1;1;1;2;"03";3;3;0;3;NA;68000;17000;1
"1316";0;4;3;0;5;14;18;5;4;1;1;2;"05";3;3;0;3;NA;62900;12580;0
"1317";0;4;3;0;5;14;19;5;4;2;0;1;"";4;3;0;4;NA;23000;4600;1
"1318";0;4;3;0;5;14;17;5;3;1;1;2;"03";3;3;0;3;NA;23000;4600;0
"1319";0;2;3;0;7;14;16;5;4;1;1;2;"03";3;3;0;3;NA;25700;3671,43;1
"1320";0;4;2;1;4;14;17;5;1;1;1;2;"03";3;3;0;3;NA;14000;3500;1
"1321";0;6;1;1;2;14;14;5;1;1;1;2;"04";3;3;0;3;NA;18600;9300;1
"1322";0;2;3;1;5;14;18;5;4;2;0;2;"01";3;2;3;0;NA;10000;2000;0
"1323";0;2;3;1;5;14;15;5;4;1;1;2;"01";3;3;0;3;NA;10000;2000;0
"1324";0;2;4;0;9;14;18;5;4;1;1;2;"01";3;3;0;3;NA;50500;5611,11;1
"1325";0;2;4;0;9;14;15;5;4;1;1;2;"02";3;3;0;3;NA;50500;5611,11;0
"1326";0;4;3;1;5;14;17;5;1;1;1;2;"03";3;3;0;3;NA;40000;8000;0
"1327";0;7;2;0;4;14;16;5;3;1;2;2;"05";3;3;0;3;NA;80000;20000;1
"1328";0;2;2;0;4;14;18;5;4;2;0;2;"00";3;1;3;0;1;37500;9375;0
"1329";0;2;2;0;4;14;15;5;4;1;1;2;"00";3;3;0;3;NA;37500;9375;0
"1330";0;4;4;0;6;14;16;5;3;1;1;2;"03";3;3;0;3;NA;39000;6500;1
"1331";0;4;4;0;6;14;15;5;3;1;1;2;"02";3;3;0;3;NA;39000;6500;1
"1332";0;7;3;0;5;14;16;5;2;1;1;2;"04";3;3;0;3;NA;56000;11200;1
"1333";0;4;3;0;8;14;17;5;1;1;1;2;"04";3;3;0;3;NA;0;0;1
"1334";1;4;2;0;4;14;19;5;4;1;1;2;"05";3;3;0;3;NA;14100;3525;0
"1335";0;7;2;0;4;14;13;5;1;1;1;2;"02";3;3;0;3;NA;107000;26750;0
"1336";0;4;2;1;5;14;18;5;1;1;1;2;"02";3;3;0;3;NA;84000;16800;1
"1337";0;4;2;0;4;14;14;5;1;1;2;2;"03";3;3;0;3;NA;55000;13750;0
"1338";1;4;2;1;3;14;15;5;4;2;0;2;"04";3;3;0;4;NA;20000;6666,67;1
"1339";0;4;2;0;4;14;14;5;1;1;1;2;"02";3;3;0;3;NA;1e+05;25000;1
"1340";0;7;1;0;3;14;15;5;1;1;2;2;"03";3;3;0;3;NA;180000;60000;0
"1341";0;2;4;0;6;14;18;5;4;2;0;2;"03";3;2;3;0;NA;19000;3166,67;1
"1342";1;2;4;0;6;14;16;5;1;2;0;2;"02";3;3;0;4;NA;19000;3166,67;1
"1343";0;4;1;0;3;14;17;5;4;1;1;2;"05";3;3;0;3;NA;42000;14000;1
"1344";0;4;4;0;6;14;16;5;4;1;1;2;"04";3;3;0;3;NA;27000;4500;0
"1345";0;4;2;0;4;14;14;5;1;1;2;2;"02";3;3;0;3;NA;74000;18500;1
"1346";1;4;5;0;7;14;16;5;4;2;0;2;"03";3;3;0;7;NA;57000;8142,86;0
"1347";0;6;1;0;3;14;14;5;1;1;1;2;"01";3;3;0;3;NA;27000;9000;1
"1348";1;2;2;0;4;14;19;5;4;2;0;2;"01";3;1;3;0;1;37150;9287,5;0
"1349";0;4;2;0;4;14;15;5;1;1;1;2;"04";3;3;0;3;NA;31800;7950;0
"1350";1;7;4;0;6;14;17;5;1;2;0;1;"";4;3;0;4;NA;0;0;0
"1351";0;7;4;0;6;14;14;5;1;1;1;2;"02";3;3;0;3;NA;0;0;0
"1352";0;7;4;0;6;14;14;5;1;1;1;2;"02";3;3;0;3;NA;0;0;0
"1353";1;4;1;1;2;14;16;5;4;2;0;2;"01";3;3;0;4;NA;10000;5000;1
"1354";0;4;2;0;4;14;17;5;1;1;1;2;"05";3;3;0;3;NA;0;0;0
"1355";0;6;1;1;2;14;16;5;1;1;1;2;"03";3;3;0;3;NA;98500;49250;1
"1356";0;2;1;0;3;14;18;5;1;2;0;2;"02";3;1;3;0;2;55000;18333,33;0
"1357";1;2;4;1;6;14;19;5;1;1;1;2;"04";3;1;3;0;3;110000;18333,33;1
"1358";0;4;2;1;5;14;16;5;3;1;1;2;"05";3;3;0;3;NA;0;0;1
"1359";0;4;2;0;4;14;13;5;3;1;1;2;"01";3;3;0;3;NA;32400;8100;0
"1360";0;4;2;0;4;14;18;5;4;1;1;2;"03";3;3;0;3;NA;12000;3000;0
"1361";0;6;2;0;4;14;15;5;1;1;2;2;"03";3;3;0;3;NA;90000;22500;1
"1362";0;6;2;0;4;14;13;5;1;1;2;2;"02";3;3;0;3;NA;90000;22500;0
"1363";0;2;5;1;6;14;18;5;4;2;0;1;"";4;1;3;0;2;22000;3666,67;0
"1364";0;2;5;1;6;14;13;5;3;1;1;2;"00";3;3;0;3;NA;22000;3666,67;1
"1365";1;3;2;1;4;14;17;5;1;2;0;2;"05";3;3;0;7;NA;1e+05;25000;1
"1366";0;3;2;1;4;14;14;5;1;1;1;2;"03";3;3;0;3;NA;1e+05;25000;1
"1367";0;4;3;0;5;14;15;5;1;1;1;2;"04";3;3;0;3;NA;40000;8000;0
"1368";1;2;4;1;7;14;19;5;4;2;0;2;"02";3;1;2;0;1;0;0;0
"1369";1;2;4;1;7;14;19;5;4;2;0;2;"04";3;3;0;4;NA;0;0;1
"1370";1;2;2;1;4;14;19;5;4;2;0;2;"02";3;1;3;0;3;26300;6575;0
"1371";0;2;1;1;3;14;17;5;3;1;1;2;"00";3;3;0;3;NA;11600;3866,67;1
"1372";0;4;4;0;6;14;16;5;4;1;1;2;"05";3;3;0;3;NA;67000;11166,67;1
"1373";0;4;4;0;6;14;15;5;4;1;1;2;"03";3;3;0;3;NA;67000;11166,67;0
"1374";0;4;3;1;5;14;18;5;4;1;1;2;"03";3;3;0;3;NA;28800;5760;1
"1375";0;4;3;1;5;14;17;5;3;1;1;2;"03";3;3;0;3;NA;28800;5760;0
"1376";0;2;5;0;9;14;18;5;4;1;1;2;"05";3;3;0;3;NA;0;0;0
"1377";0;2;5;0;9;14;17;5;4;1;1;2;"04";3;3;0;3;NA;0;0;0
"1378";0;2;5;0;9;14;15;5;4;1;1;2;"03";3;3;0;3;NA;0;0;0
"1379";0;2;5;0;9;14;13;5;4;1;1;2;"01";3;3;0;3;NA;0;0;0
"1380";0;2;2;1;4;14;17;5;1;1;1;2;"05";3;3;0;3;NA;0;0;1
"1381";0;2;2;1;4;14;14;5;1;1;1;2;"04";3;3;0;3;NA;0;0;1
"1382";0;4;5;0;7;14;17;5;1;1;1;2;"03";3;1;3;0;1;36000;5142,86;0
"1383";0;4;5;0;7;14;13;5;1;1;1;2;"01";3;3;0;3;NA;36000;5142,86;1
"1384";0;4;3;1;6;14;17;5;3;1;1;2;"06";3;3;0;3;NA;23000;3833,33;1
"1385";0;4;3;1;6;14;16;5;3;1;1;2;"04";3;3;0;3;NA;23000;3833,33;1
"1386";0;4;2;1;4;14;16;5;1;1;1;2;"03";3;3;0;3;NA;28000;7000;1
"1387";0;2;3;1;6;14;18;5;4;1;1;2;"05";3;3;0;3;NA;43000;7166,67;1
"1388";0;2;3;1;6;14;15;5;3;1;1;2;"00";3;3;0;3;NA;43000;7166,67;1
"1389";0;2;3;0;5;14;13;5;3;1;1;2;"00";3;3;0;3;NA;31800;6360;0
"1390";0;2;2;0;4;14;14;5;4;1;1;2;"02";3;3;0;3;NA;36000;9000;1
"1391";0;4;1;1;2;14;13;5;1;1;1;2;"01";3;3;0;3;NA;21950;10975;1
"1392";0;4;4;0;6;14;16;5;1;1;1;2;"05";3;3;0;3;NA;39000;6500;0
"1393";0;4;2;1;3;14;19;5;4;2;0;1;"";4;3;0;4;NA;23000;7666,67;1
"1394";0;4;2;1;3;14;15;5;1;1;1;2;"03";3;3;0;3;NA;23000;7666,67;1
"1395";0;4;5;0;7;14;18;5;1;1;1;2;"05";3;3;0;3;NA;38000;5428,57;0
"1396";0;4;5;0;7;14;16;5;1;1;1;2;"03";3;3;0;3;NA;38000;5428,57;0
"1397";0;4;5;0;7;14;14;5;1;1;1;2;"02";3;3;0;3;NA;38000;5428,57;0
"1398";1;2;5;0;14;14;19;5;4;1;1;2;"04";3;1;3;0;2;84200;6014,29;1
"1399";0;2;5;0;14;14;17;5;1;1;1;2;"02";3;3;0;3;NA;84200;6014,29;0
"1400";0;6;2;0;4;14;14;5;1;1;2;2;"03";3;3;0;3;NA;62900;15725;0
"1401";1;6;4;1;5;14;19;5;4;1;1;2;"05";3;3;0;3;NA;15000;3000;0
"1402";0;6;4;1;5;14;18;5;4;1;1;2;"04";3;3;0;3;NA;15000;3000;0
"1403";0;2;3;1;4;14;13;5;3;1;1;2;"00";3;3;0;3;NA;0;0;0
"1404";0;2;6;1;7;14;15;5;1;1;1;2;"00";3;3;0;3;NA;34000;4857,14;0
"1405";0;7;2;0;4;14;15;5;1;1;2;2;"03";3;3;0;3;NA;34000;8500;1
"1406";0;4;3;1;4;14;15;5;3;1;1;2;"02";3;3;0;3;NA;26800;6700;0
"1407";0;4;1;0;3;14;16;5;4;1;1;2;"04";3;3;0;3;NA;0;0;1
