"";"ID";"anio";"mes";"dpto";"region_4";"e26";"e27";"e29_6";"e36";"e49";"e202";"e197_1";"e51_2";"e51_3";"e201_1a";"e201_1b";"e201_1c";"e201_1d";"e51_4_a";"e51_4_b";"e51_5";"e51_6";"e51_8";"e51_9";"e51_10";"e51_11";"e224_1";"f85";"f124_1";"f124_2";"f124_3";"f124_5";"f73";"pobpcoac";"pt1";"pt2";"pt4";"edu";"exp";"lpt1";"lpt4";"exp2"
"1041";1309;2021;7;10;2;1;58;3;0;1;0;1;6;0;1;0;1;0;3;0;3;0;0;6;0;2;1;30;2;2;2;2;1;2;290622;182022,07;289122;20;32;12,5797789735525;12,5746042654573;1024
"1042";1310;2021;7;10;2;2;52;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;40;2;2;2;1;2;2;53890;53889,97;53890;12;34;10,8946996542378;10,8946996542378;1156
"1043";1313;2021;7;10;2;2;55;3;0;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;50;2;2;2;1;2;2;124590;124589,97;124590;10;39;11,7327833845031;11,7327833845031;1521
"1044";1313;2021;7;10;2;1;57;3;0;1;0;1;6;0;0;1;0;0;0;3;0;0;0;0;0;0;0;40;2;2;2;2;1;2;83090;83089,97;83090;9;42;11,3276792756047;11,3276792756047;1764
"1045";1313;2021;7;10;2;1;31;3;1;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;48;2;2;2;2;1;2;47590;47589,97;47590;12;13;10,7703773037304;10,7703773037304;169
"1046";1313;2021;7;10;2;1;26;3;1;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;54;2;2;2;2;1;2;25000;25000;25000;9;11;10,1266311038503;10,1266311038503;121
"1047";1316;2021;7;10;2;2;56;3;0;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;20;2;2;1;1;1;2;51247;34589,97;51247;9;41;10,8444039679317;10,8444039679317;1681
"1048";1317;2021;7;10;2;1;56;3;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;2;1;9;2;6000;6000;6000;6;44;8,69951474821019;8,69951474821019;1936
"1049";1318;2021;7;10;2;1;24;3;5;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;68;2;2;2;2;1;2;39590;39589,97;39590;9;9;10,5863310823328;10,5863310823328;81
"1050";1320;2021;7;10;2;1;66;3;2;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1;2;2;1;1;2;40000;22000;22000;6;54;10,5966347330961;9,99879773234045;2916
"1051";1322;2021;7;10;2;1;45;3;0;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;36;2;2;2;1;2;2;76590;76589,97;76590;10;29;11,2462214072075;11,2462214072075;841
"1052";1322;2021;7;10;2;2;50;3;0;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;44;2;2;2;1;1;2;51590;33589,97;51590;10;34;10,8510825527305;10,8510825527305;1156
"1053";1323;2021;7;10;2;2;58;4;1;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;10;2;2;2;1;9;2;5400;3000;3000;9;43;8,59415423255237;8,00636756765025;1849
"1054";1325;2021;7;10;2;2;40;3;0;1;0;1;6;0;0;2;0;0;0;2;0;0;0;0;0;0;0;24;2;2;2;1;1;2;43590;37589,97;37590;8;26;10,682582357001;10,5344925384733;676
"1055";1325;2021;7;10;2;1;43;4;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;2;2;1;1;2;46590;46589,97;46590;6;31;10,7491405608956;10,7491405608956;961
"1056";1326;2021;7;10;2;2;41;3;2;1;0;1;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;44;2;2;2;1;1;2;14590;2589,97;2590;7;28;9,58808958531184;7,85940157161492;784
"1057";1328;2021;7;10;2;2;47;3;1;1;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;2;2;2;1;1;2;14690;2589,97;2590;5;36;9,59492022696026;7,85940157161492;1296
"1058";1329;2021;7;10;2;2;48;3;5;1;0;1;6;0;0;1;0;0;0;3;0;0;0;0;0;0;0;6;2;2;2;1;1;2;42590;20589,97;42590;9;33;10,6593740585263;10,6593740585263;1089
"1059";1329;2021;7;10;2;1;46;3;5;1;0;1;6;0;0;2;0;0;0;2;0;0;0;0;0;0;0;50;2;2;2;2;1;2;76590;76589,97;76590;8;32;11,2462214072075;11,2462214072075;1024
"1060";1330;2021;7;10;2;2;39;3;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;2;2;1;1;2;27215;18914,53;18915;6;27;10,2115063008312;9,84768568875418;729
"1061";1330;2021;7;10;2;1;21;3;5;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;40;2;2;2;2;2;2;36794;36794,4;36794;9;6;10,5131009386644;10,5131009386644;36
"1062";1330;2021;7;10;2;1;20;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;40;2;2;2;2;2;2;41164;41164,37;41164;12;2;10,6253283553521;10,6253283553521;4
"1063";1331;2021;7;10;2;2;48;3;1;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;30;2;2;2;1;1;2;15990;10000;10000;12;30;9,6797231835545;9,21034037197618;900
"1064";1331;2021;7;10;2;2;26;3;1;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;40;2;2;2;1;9;2;6590;3000;3000;12;8;8,79331924959492;8,00636756765025;64
"1065";1332;2021;7;10;2;2;44;3;1;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;48;2;2;2;1;1;2;24540;21339,6;21340;9;29;10,1080434182136;9,96831978053762;841
"1066";1332;2021;7;10;2;1;36;3;5;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;2;2;1;1;2;90000;90000;90000;6;24;11,4075649493124;11,4075649493124;576
"1067";1333;2021;7;10;2;2;23;3;5;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;20;2;2;2;1;9;2;11800;9500;9500;9;8;9,37585481045376;9,15904707758863;64
"1068";1333;2021;7;10;2;1;28;3;5;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;2;2;2;9;2;18000;18000;18000;6;16;9,7981270368783;9,7981270368783;256
"1069";1334;2021;7;10;2;2;26;3;0;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;30;2;2;2;1;2;2;25590;25589,97;25590;9;11;10,1499557568202;10,1499557568202;121
"1070";1334;2021;7;10;2;1;30;3;0;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;40;2;2;2;2;2;2;27890;27889,97;27890;9;15;10,2360224049666;10,2360224049666;225
"1071";1338;2021;7;10;2;2;50;3;2;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;2;2;2;1;1;2;30090;30089,97;30090;6;38;10,3119471726146;10,3119471726146;1444
"1072";1378;2021;7;11;2;1;67;3;5;1;0;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;4;2;1;2;1;9;2;16992;1000;1000;8;53;9,74048173982407;6,90775527898214;2809
"1073";1381;2021;7;11;2;1;47;3;0;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;36;2;2;2;1;1;2;70590;70589,97;70590;10;31;11,1646433454001;11,1646433454001;961
"1074";1381;2021;7;11;2;2;50;3;0;1;0;1;6;0;0;2;0;0;0;2;0;0;0;0;0;0;0;48;2;2;2;1;1;2;34590;34589,97;34590;8;36;10,4513190346281;10,4513190346281;1296
"1075";1382;2021;7;11;2;1;66;3;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1;2;2;1;9;2;28300;15000;15000;2;58;10,2506170836313;9,61580548008435;3364
"1076";1384;2021;7;11;2;1;65;3;2;1;0;1;6;0;0;1;0;0;0;3;0;0;0;0;0;0;0;30;2;2;2;1;2;2;48590;48589,97;48590;9;50;10,7911724099888;10,7911724099888;2500
"1077";1386;2021;7;11;2;1;39;3;5;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;2;2;2;9;2;21200;20000;20000;6;27;9,9617564606601;9,90348755253613;729
"1078";1388;2021;7;11;2;2;51;3;2;1;0;1;6;0;1;2;0;0;3;2;0;0;0;0;0;0;0;66;2;2;2;1;9;2;58590;58589,97;58590;11;34;10,9783188005059;10,9783188005059;1156
"1079";1400;2021;7;11;2;1;49;3;0;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;2;2;2;1;2;26489;26488,57;26489;4;39;10,184468598174;10,184468598174;1521
"1080";1401;2021;7;11;2;1;30;3;0;1;0;1;6;0;1;1;1;0;3;3;3;0;0;0;0;0;0;40;2;2;2;2;1;2;25000;25000;25000;15;9;10,1266311038503;10,1266311038503;81
"1081";1401;2021;7;11;2;2;30;3;5;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;45;2;2;2;1;1;2;23900;16800;16800;10;14;10,0816337379196;9,72913416539135;196
"1082";1403;2021;7;11;2;1;43;3;3;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;2;2;2;1;9;2;15000;15000;15000;6;31;9,61580548008435;9,61580548008435;961
"1083";1403;2021;7;11;2;1;20;3;5;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;48;2;2;2;2;1;2;18000;18000;18000;9;5;9,7981270368783;9,7981270368783;25
"1084";1404;2021;7;11;2;2;64;3;4;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;2;1;1;2;21800;10000;10000;6;52;9,98966524877718;9,21034037197618;2704
"1085";1412;2021;7;11;2;2;39;3;0;1;0;1;6;0;1;0;1;0;3;0;3;0;3;0;0;0;0;30;2;2;2;1;2;2;92590;92589,97;92590;15;18;11,435936099433;11,435936099433;324
"1086";1412;2021;7;11;2;1;43;3;0;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;40;2;2;2;2;2;2;74590;74589,97;74590;12;25;11,2197613267504;11,2197613267504;625
"1087";1413;2021;7;11;2;1;49;3;2;1;0;1;6;0;1;0;1;0;3;0;3;0;0;5;0;0;0;56;2;2;2;2;4;2;62590;62589,97;62590;17;26;11,0443603206088;11,0443603206088;676
"1088";1413;2021;7;11;2;2;31;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;2;0;0;35;2;2;2;1;1;2;32590;32589,97;32590;14;11;10,3917598513034;10,3917598513034;121
"1089";1414;2021;7;11;2;2;44;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;2;0;0;0;0;30;2;2;2;1;2;2;53590;53589,97;53590;14;24;10,8891172026828;10,8891172026828;576
"1090";1414;2021;7;11;2;1;50;3;1;1;0;1;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;66;2;2;2;2;1;2;106590;106589,97;106590;7;37;11,5767446962308;11,5767446962308;1369
"1091";1416;2021;7;11;2;2;34;3;5;1;0;1;6;0;1;0;1;1;3;0;3;3;0;0;3;0;0;15;2;2;2;1;2;2;89590;45589,97;73590;18;10;11,4029986507328;11,2062640182565;100
"1092";1416;2021;7;11;2;1;38;3;2;1;0;1;6;0;1;1;1;0;3;3;3;0;4;0;0;0;0;30;2;2;2;2;2;2;77590;47589,97;77590;19;13;11,2591934452402;11,2591934452402;169
"1093";1417;2021;7;11;2;1;46;3;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;2;2;2;9;2;30000;30000;30000;6;34;10,3089526606443;10,3089526606443;1156
"1094";1419;2021;7;11;2;1;56;3;0;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;40;2;2;2;1;9;2;20000;20000;20000;10;40;9,90348755253613;9,90348755253613;1600
"1095";1419;2021;7;11;2;2;53;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;2;2;2;1;9;2;20000;20000;20000;6;41;9,90348755253613;9,90348755253613;1681
"1096";1420;2021;7;11;2;2;45;3;5;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;2;2;1;1;2;35373;35372,97;35373;6;33;10,4737032481399;10,4737032481399;1089
"1097";1420;2021;7;11;2;2;27;3;5;1;9;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;48;2;2;2;1;1;2;30873;28372,97;28373;10;11;10,3376363227809;10,2531922103742;121
"1098";1424;2021;7;11;2;2;35;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;1;0;0;0;48;2;2;2;1;1;2;72590;46589,97;70590;13;16;11,1925820369987;11,1646433454001;256
"1099";1424;2021;7;11;2;1;39;1;5;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;24;2;2;2;1;9;2;16200;15000;15000;10;23;9,69276652122048;9,61580548008435;529
"1100";1425;2021;7;11;2;2;70;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1;2;2;1;9;2;37000;16000;16000;6;58;10,5186731916264;9,68034400122192;3364
"1101";1426;2021;7;11;2;2;44;3;5;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;2;2;1;8;2;20990;14589,97;18590;6;32;9,95179998356163;9,83037746694334;1024
"1102";1426;2021;7;11;2;1;46;3;1;1;0;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;18;2;2;2;2;1;2;31400;21000;29000;8;32;10,3545631718963;10,2750511089686;1024
"1103";1429;2021;7;11;2;1;21;3;5;1;1;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;24;2;2;2;2;1;2;11590;11589,97;11590;11;4;9,35789534789214;9,35789534789214;16
"1104";1430;2021;7;11;2;1;41;3;5;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;2;2;2;1;2;57790;57789,97;57790;6;29;10,9645705101907;10,9645705101907;841
"1105";1431;2021;7;11;2;1;56;3;0;1;0;1;6;0;0;1;0;1;0;3;0;3;0;0;0;0;0;44;2;2;2;1;1;2;122590;122589,97;122590;12;38;11,7166004883708;11,7166004883708;1444
"1106";1431;2021;7;11;2;2;50;3;0;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;45;2;2;2;1;1;2;77590;77589,97;77590;12;32;11,2591934452402;11,2591934452402;1024
"1107";1432;2021;7;11;2;1;51;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;2;2;1;1;2;47590;47589,97;47590;6;39;10,7703773037304;10,7703773037304;1521
"1108";1435;2021;7;11;2;1;40;3;5;1;0;1;6;0;0;1;0;1;0;3;0;3;0;0;0;0;0;40;2;2;2;2;1;2;78590;78589,97;78590;12;22;11,2719993621322;11,2719993621322;484
"1109";1436;2021;7;11;2;2;48;3;2;1;0;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;3;2;2;2;1;1;2;3600;1200;1200;8;34;8,1886891244442;7,09007683577609;1156
"1110";1437;2021;7;11;2;2;52;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;60;2;2;2;1;1;2;40490;40489,97;40490;12;34;10,6088095681022;10,6088095681022;1156
"1111";1438;2021;7;11;2;2;56;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;3;0;0;0;0;20;2;2;2;1;2;2;65125;65124,97;65125;15;35;11,084063318403;11,084063318403;1225
"1112";1438;2021;7;11;2;1;60;3;2;1;0;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;77;2;2;2;1;4;2;72590;72589,97;72590;11;43;11,1925820369987;11,1925820369987;1849
"1113";1439;2021;7;12;2;2;43;3;1;1;0;1;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;18;2;2;2;1;9;2;24990;8000;17790;7;30;10,1262298233481;9,78639009431782;900
"1114";1440;2021;7;12;2;1;54;3;5;1;0;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;44;2;2;2;1;9;2;22590;22589,97;22590;11;37;10,0252612814399;10,0252612814399;1369
"1115";1442;2021;7;12;2;1;44;3;5;1;0;1;6;0;0;1;0;0;0;3;0;0;0;0;0;0;0;40;2;2;2;1;9;2;37590;37589,97;37590;9;29;10,5344925384733;10,5344925384733;841
"1116";1444;2021;7;12;2;1;46;3;2;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;48;2;2;2;1;9;2;15000;15000;15000;10;30;9,61580548008435;9,61580548008435;900
"1117";1444;2021;7;12;2;2;43;3;5;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;20;2;2;2;1;9;2;11923;10000;10000;9;28;9,38622458680613;9,21034037197618;784
"1118";1445;2021;7;12;2;2;62;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;2;2;2;1;9;2;59000;59000;59000;6;50;10,9852927228879;10,9852927228879;2500
"1119";1446;2021;7;12;2;2;46;3;2;1;0;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;12;2;2;2;1;1;2;13090;10089,97;13090;11;29;9,4796015670755;9,4796015670755;841
"1120";1447;2021;7;12;2;1;28;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;48;2;2;2;1;9;2;20000;20000;20000;12;10;9,90348755253613;9,90348755253613;100
"1121";1447;2021;7;12;2;2;26;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;2;0;0;0;48;2;2;2;1;1;2;45590;45589,97;45590;14;6;10,7274430151682;10,7274430151682;36
"1122";1451;2021;7;12;2;2;56;3;2;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;9;2;2;2;1;9;2;5400;5400;5400;9;41;8,59415423255237;8,59415423255237;1681
"1123";1452;2021;7;12;2;1;26;3;5;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;10;2;2;2;1;9;2;4000;4000;4000;9;11;8,29404964010203;8,29404964010203;121
"1124";1453;2021;7;12;2;1;51;3;0;1;0;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;60;2;2;2;1;9;2;47400;45000;45000;11;34;10,7663775076832;10,7144177687525;1156
"1125";1453;2021;7;12;2;2;51;3;0;1;0;1;6;0;0;1;0;0;0;3;0;0;0;0;0;0;0;9;2;2;2;1;9;2;5500;5500;5500;9;36;8,61250337122056;8,61250337122056;1296
"1126";1453;2021;7;12;2;2;23;3;5;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;10;2;2;2;1;1;2;8096;5695,75;5696;9;8;8,99909451160383;8,64747556167916;64
"1127";1454;2021;7;12;2;1;57;3;0;1;0;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;44;2;2;2;1;4;2;55090;55089,97;55090;11;40;10,9167229459032;10,9167229459032;1600
"1128";1454;2021;7;12;2;2;56;3;0;1;0;1;6;0;1;0;1;0;3;0;3;0;0;5;0;0;0;40;2;1;2;1;4;2;40090;32589,97;32590;17;33;10,59888145732;10,3917598513034;1089
"1129";1471;2021;7;12;2;1;59;3;0;1;0;1;6;0;2;2;0;0;1;1;0;0;0;0;0;0;0;40;2;2;2;1;2;2;34590;34589,97;34590;8;45;10,4513190346281;10,4513190346281;2025
"1130";1471;2021;7;12;2;2;56;3;0;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;2;2;1;1;2;24090;13589,97;24090;3;47;10,0895508502781;10,0895508502781;2209
"1131";1472;2021;7;12;2;2;51;3;4;1;0;1;6;0;0;2;0;0;0;2;0;0;0;0;0;0;0;25;2;1;2;1;9;2;48843;36106,6366666667;36107;8;37;10,7963589125714;10,4942319686062;1369
"1132";1473;2021;7;12;2;1;33;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;40;2;2;2;2;1;2;38373;38372,97;38373;12;15;10,5551085844675;10,5551085844675;225
"1133";1475;2021;7;12;2;1;76;3;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1;2;2;2;9;2;28000;10000;10000;6;64;10,2399597891573;9,21034037197618;4096
"1134";1476;2021;7;12;2;2;56;3;0;1;0;1;6;0;1;0;1;0;3;0;3;0;4;0;0;0;0;24;2;2;2;1;2;2;107690;81589,97;107690;16;34;11,5870117297455;11,5870117297455;1156
"1135";1477;2021;7;12;2;1;35;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;3;0;0;60;2;2;2;2;1;2;89590;89589,97;89590;15;14;11,4029986507328;11,4029986507328;196
"1136";1478;2021;7;12;2;2;35;3;0;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;44;2;2;2;1;1;2;62590;62589,97;62590;12;17;11,0443603206088;11,0443603206088;289
"1137";1480;2021;7;12;2;1;37;3;0;1;0;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;60;2;2;2;1;1;2;47590;47589,97;47590;11;20;10,7703773037304;10,7703773037304;400
"1138";1481;2021;7;12;2;2;30;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;4;0;0;0;10;2;2;2;1;9;2;6000;0;6000;16;8;8,69951474821019;8,69951474821019;64
"1139";1481;2021;7;12;2;1;31;3;5;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;3;0;0;40;2;2;2;2;2;2;77590;77589,97;77590;15;10;11,2591934452402;11,2591934452402;100
"1140";1484;2021;7;12;2;1;76;3;3;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;2;2;1;1;2;37590;37589,97;37590;6;64;10,5344925384733;10,5344925384733;4096
"1141";1486;2021;7;13;2;1;24;3;5;1;0;1;6;0;0;1;0;0;0;3;0;0;0;0;0;0;0;10;2;2;2;1;9;2;13000;13000;13000;9;9;9,47270463644367;9,47270463644367;81
"1142";1488;2021;7;13;2;1;32;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;2;2;2;2;1;2;100590;100589,97;100590;6;20;11,518807829888;11,518807829888;400
"1143";1489;2021;7;13;2;2;45;1;5;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;2;2;2;1;1;2;34590;29589,97;29590;6;33;10,4513190346281;10,2951907315377;1089
"1144";1491;2021;7;13;2;2;52;3;2;1;0;1;6;0;1;0;1;0;3;0;3;0;4;0;0;0;0;40;2;2;2;1;2;2;107706;107372,97;107373;16;30;11,5871633882037;11,5840637534035;900
"1145";1492;2021;7;13;2;2;59;3;0;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;12;2;2;2;1;1;2;15290;15289,97;15290;10;43;9,63495233685447;9,63495233685447;1849
"1146";1493;2021;7;13;2;1;66;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;2;2;2;2;9;2;12000;12000;12000;6;54;9,39266192877014;9,39266192877014;2916
"1147";1494;2021;7;13;2;1;38;1;1;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;2;2;1;9;2;10900;8000;8000;4;28;9,29651806821724;8,98719682066197;784
"1148";1497;2021;7;13;2;1;51;3;2;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;48;2;2;2;1;1;2;39590;39589,97;39590;12;33;10,5863310823328;10,5863310823328;1089
"1149";1498;2021;7;13;2;2;62;4;3;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;48;2;2;2;1;9;2;11000;11000;11000;9;47;9,30565055178051;9,30565055178051;2209
"1150";1502;2021;7;13;2;1;52;1;0;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;3;0;0;48;2;2;2;2;2;2;178950;178949,85;178950;15;31;12,0948608779709;12,0948608779709;961
"1151";1503;2021;7;13;2;1;57;1;0;1;0;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;71;2;2;2;2;1;2;27090;27089,97;27090;8;43;10,2069188276588;10,2069188276588;1849
"1152";1503;2021;7;13;2;2;50;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;2;2;2;1;1;2;16590;8589,97;8590;6;38;9,71655357486459;9,05835052253914;1444
"1153";1504;2021;7;13;2;1;76;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;2;2;2;1;4;2;12000;12000;12000;6;64;9,39266192877014;9,39266192877014;4096
"1154";1505;2021;7;13;2;1;66;3;0;1;0;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;48;1;2;2;1;1;2;66000;39000;39000;8;52;11,0974100210086;10,5713169251118;2704
"1155";1506;2021;7;13;2;2;56;3;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;2;2;1;9;2;4434;1000;1000;6;44;8,39696717410871;6,90775527898214;1936
"1156";1507;2021;7;13;2;1;35;3;5;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;2;2;2;9;2;24400;24400;24400;3;26;10,1023384112813;10,1023384112813;676
"1157";1508;2021;7;13;2;2;50;1;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;2;2;1;2;2;56184;56184,37;56184;6;38;10,9363938833219;10,9363938833219;1444
"1158";1509;2021;7;13;2;2;39;1;1;1;0;1;6;0;1;0;0;0;3;0;0;0;0;0;0;0;0;12;2;2;2;1;9;2;15800;7200;7200;9;24;9,66776521901506;8,88183630500415;576
"1159";1510;2021;7;13;2;1;49;4;0;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;2;2;2;2;9;2;8434;5000;5000;4;39;9,03997900610094;8,51719319141624;1521
"1160";1510;2021;7;13;2;2;46;4;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;2;2;2;1;1;2;13434;10000;10000;6;34;9,50551431018626;9,21034037197618;1156
"1161";1511;2021;7;13;2;1;70;1;0;1;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;2;2;9;2;12800;600;600;5;59;9,45720044990771;6,39692965521615;3481
"1162";1512;2021;7;13;2;2;33;3;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;2;2;2;1;9;2;19700;16000;16000;6;21;9,88837391472608;9,68034400122192;441
"1163";1513;2021;7;13;2;1;55;3;3;1;0;1;6;0;1;1;0;0;3;3;0;0;0;0;0;0;0;40;2;2;2;2;9;2;20000;20000;20000;12;37;9,90348755253613;9,90348755253613;1369
"1164";1515;2021;7;13;2;2;54;3;3;1;0;1;6;0;1;0;1;0;3;0;3;0;0;0;0;0;0;12;2;2;2;1;9;2;8000;3000;3000;12;36;8,98719682066197;8,00636756765025;1296
"1165";1516;2021;7;13;2;2;49;3;2;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;30;2;2;2;1;9;2;20000;20000;20000;10;33;9,90348755253613;9,90348755253613;1089
"1166";1516;2021;7;13;2;1;55;3;5;1;0;1;6;0;1;0;2;0;3;0;1;0;0;0;0;0;0;30;2;2;2;1;9;2;6000;6000;6000;10;39;8,69951474821019;8,69951474821019;1521
"1167";1523;2021;7;13;2;2;45;3;3;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2;2;2;1;1;2;19090;19089,97;19090;6;33;9,85691834521515;9,85691834521515;1089
"1168";1524;2021;7;13;2;2;51;3;2;1;0;1;6;0;1;0;1;0;3;0;3;0;4;2;0;0;0;40;2;2;2;1;2;2;83873;80872,97;80873;18;27;11,3370586712985;11,3006349310245;729
"1169";1525;2021;7;13;2;2;47;3;3;1;0;1;6;0;1;0;2;0;3;0;2;0;0;0;0;0;0;49;2;2;2;1;9;2;25000;25000;25000;11;30;10,1266311038503;10,1266311038503;900
