dog_name,birth_year,gender,breed,zipcode
CHARLIE,2014,M,German Shepherd Dog,11206
NIKKO,2016,M,Shiba Inu,11236
BELLA,2016,F,Mastiff,10011
PABLO,2016,M,French Bulldog,10011
PAPI,2008,M,Maltese,11231
SCOUT,2016,F,American Pit Bull Mix / Pit Bull Mix,10014
INDIANA,2016,M,Australian Shepherd,10036
ROVIE,2008,M,Labrador Retriever Crossbreed,11411
VIOLA,2015,F,American Pit Bull Mix / Pit Bull Mix,10455
MOP,2011,M,Shih Tzu Crossbreed,10027
MAYA,2012,F,American Staffordshire Terrier,11217
BOOMER,2017,M,Labrador Retriever,11105
YAM,2016,M,Shih Tzu Crossbreed,10466
DEXTER,2016,M,French Bulldog,11354
JAXX,2013,M,Yorkshire Terrier,11415
SAKE-SEE,2016,F,German Shepherd Crossbreed,10026
JUNIOR,2011,M,Dachshund,10014
JULIETTE,2016,F,Havanese,10035
FAYE,2015,F,Shih Tzu,10029
GRACIE,2007,F,Whippet,10280
SCOUT,2012,F,Pomeranian,10038
RUMI,2016,M,Labrador Retriever Crossbreed,11234
STELLA,2009,F,Chihuahua,10034
BOWIE,2016,M,Labrador Retriever Crossbreed,11216
WILL,2016,M,"Poodle, Standard",11201
WESSEL,2017,M,Yorkshire Terrier,10303
J.J.,2015,M,Terrier mix,11203
EMMA,2016,F,Chihuahua,10027
NARUTO,2016,M,"Dachshund, Long Haired Miniature",10024
JENNY,2016,F,Havanese,10009
JORDAN,2016,M,Chihuahua,11236
LOUIE,2015,M,Labrador Retriever Crossbreed,11217
DALLAS,2008,M,Cocker Spaniel,11433
TIMBA,2015,M,Chihuahua,10128
THOMAS,2016,M,Shih Tzu,10460
MIA,2016,F,Shih Tzu,10033
PAEZ,2017,F,Yorkshire Terrier,11221
STELLA,2011,F,Yorkshire Terrier,10001
KATYA,2016,F,Unknown,11235
TRISTAN,2010,M,Shih Tzu,11415
NIKO,2006,M,Australian Terrier,11217
MOJO,2009,M,Papillon,11102
LINDA,2004,F,Pekingese,10026
ZEUS,2017,M,French Bulldog,11365
SUGAR,2006,F,"Shar-Pei, Chinese",11354
MAXIMO,2015,M,German Shepherd Crossbreed,11221
DENADA,2008,F,Boston Terrier,11234
CLAUDETTE,2016,F,Bassett Hound,11375
KIMBER,2016,F,Labrador Retriever Crossbreed,10459
JAY,2006,M,American Pit Bull Mix / Pit Bull Mix,11228
TYLOR,2003,M,Whippet,10280
MAX,2016,M,Yorkshire Terrier,11427
ROCKY,2016,M,Pomeranian,11209
NOVINS,2017,M,Yorkshire Terrier,10312
ZIPPO,2013,M,Beagle,11206
PAPA,2010,M,Chihuahua,10021
GIANT,2010,M,Lhasa Apso,10022
WILTON,2001,M,Chihuahua,10024
PHARAH,2016,F,Labrador Retriever Crossbreed,11231
NIGEL,2016,M,Jack Russell Terrier,11211
PINA,2016,F,Labrador Retriever Crossbreed,11217
SEPHORA,2016,F,Yorkshire Terrier,11360
ZAXAR,2012,M,Chihuahua,10002
SHIBA,2016,M,Shiba Inu,11109
KIKI,2016,F,Shiba Inu,11222
HUSKY,2006,M,Maltese,10461
SHIRAZ,2016,M,Labrador Retriever Crossbreed,10019
ROCKY,2017,M,Yorkshire Terrier Crossbreed,11369
SAGE,2015,F,Cairn Terrier,11212
LEONIDA,2016,M,Labrador Retriever Crossbreed,10036
NEGRON,2017,F,Shih Tzu,11370
BELLA,2012,F,Chihuahua,11215
DAYSI,2011,F,Miniature Schnauzer,10029
NEIKO,2013,M,American Staffordshire Terrier,10025
STARLET,2005,F,Pug,10038
BO,2016,M,Boxer Crossbreed,11361
PRINCE,2014,M,Havanese,10462
BUSTER,2014,M,Siberian Husky Crossbreed,10013
JAGGER,2016,M,French Bulldog,10022
PARIS,2016,F,Morkie,10010
HILARY,2016,F,Pomeranian,10002
LUNA,2011,F,American Pit Bull Mix / Pit Bull Mix,10009
VALENTINE,2017,M,Chihuahua,10304
LOLA,2017,F,Yorkshire Terrier,10460
PEPPER,2011,F,Labrador Retriever,10009
ROSCO,2015,M,American Pit Bull Mix / Pit Bull Mix,10040
BROWNIE,2016,M,Shih Tzu,11204
PETEY,2011,M,American Pit Bull Terrier/Pit Bull,10038
PIPER,2016,F,Yorkshire Terrier,11373
TOAST,2016,F,Boston Terrier,11213
NALA,2016,F,German Shepherd Crossbreed,10304
KACHINA,2016,F,Goldendoodle,10128
ROSENBLUM,2016,M,Chihuahua Crossbreed,10314
FIONA,2016,F,Shih Tzu,10309
FRENCH,2016,F,French Bulldog,11221
MINI,2016,M,Australian Shepherd,10009
WHEATEN,2016,F,Wheaton Terrier,10012
WAGONER,2016,M,Pharaoh Hound,11233
ZOE,2016,F,Poodle Crossbreed,11105
ROSIE,2016,F,Yorkshire Terrier,11206
PINTO,2016,M,Havanese,10010
SHAWNIE,2013,M,Shih Tzu Crossbreed,10016
ROBIN,2016,M,Boston Terrier,11368
PEANUT,2014,M,Cocker Spaniel Crossbreed,10027
BRUNO,2016,M,Shih Tzu,11235
N.A.,2016,M,Maltipoo,10023
BUDDY,2016,M,Miniature Pinscher,11230
DUKE,2011,M,Shih Tzu,11366
CASSIE,2015,F,Basset Hound,11229
VINNY,2014,M,Terrier mix,10314
POM,2017,F,Pomeranian,10314
MALTI-POO,2016,F,Maltese Crossbreed,11221
FRENCH,2016,F,French Bulldog,10019
CHERIE,2014,M,"Poodle, Miniature",10458
TERZIAN,2017,F,Yorkshire Terrier,10301
LOU,2016,M,Poodle Crossbreed,11105
LOGAN,2016,M,Pointer,10016
CUCUMBER,2016,M,American Pit Bull Mix / Pit Bull Mix,10002
MAC,2016,M,German Shepherd Crossbreed,11101
ELI,2016,M,Poodle,10029
FANCY,2016,M,Shih Tzu Crossbreed,10462
CODY,2006,M,Yorkshire Terrier,10467
KUMA,2010,M,Pomeranian,10013
COCONUT,2016,M,Havanese,11375
POTATO,2016,M,Shih Tzu Crossbreed,10036
SHIH-POO,2016,M,Poodle Crossbreed,10014
CAVALIER,2016,F,Cavalier King Charles Spaniel,11224
LUCKY,2004,M,Shih Tzu Crossbreed,10038
SASHA,2016,F,American Pit Bull Mix / Pit Bull Mix,10472
CARTER,2009,M,Yorkshire Terrier,11201
OLLIE,2014,M,Yorkshire Terrier,10469
BAGEL,2016,M,German Shepherd Crossbreed,10029
WILLY,2011,M,Chihuahua,11215
MAXINE,2003,F,Pug,10038
BENJI,2008,M,Morkie,10038
SPARKLE,2011,F,American Pit Bull Terrier/Pit Bull,10040
ELLIE,2016,F,Labrador Retriever,11360
COBY,2016,M,Goldendoodle,10308
ANJIN,2013,F,Shiba Inu,10011
FRENCH,2016,M,French Bulldog,10036
FRENCH,2016,M,French Bulldog,10009
COCK-A-CHON,2016,M,Cocker Spaniel Crossbreed,10011
DRAKE,2016,M,Labrador Retriever Crossbreed,10037
MAUI,2015,F,Boston Terrier,10128
EDNA,2014,F,Pembroke Welsh Corgi Crossbreed,10003
WHEATON,2016,F,Soft Coated Wheaten Terrier,10312
COCOA,2016,F,Shih Tzu Crossbreed,11221
BABY-BLUE,2014,M,"Poodle, Toy",10469
FAITH,2005,F,Pug,10038
EMI,2016,F,Havanese,10472
ELVIRA,2014,F,Siberian Husky,11224
POMERANIAN,2016,M,Pomeranian,11211
TOY,2016,M,Australian Shepherd,11211
ANGEL,2016,F,Pointer,11412
FRENCH,2016,M,French Bulldog,10038
HANK,2016,M,Yorkshire Terrier,11216
DUKE,2014,M,Terrier mix,10036
PRINCESS,2016,F,Yorkshire Terrier,11209
PROMISE,2016,F,German Shepherd Crossbreed,11206
SNOW,2016,F,Maltese,11204
SILKY,2016,F,Shih Tzu,11205
BEAR,2017,M,Australian Cattle Dog,11357
ASHER,2015,M,Boston Terrier,11102
SHIBA,2016,F,Shiba Inu,10002
FRENCH,2016,M,French Bulldog,11373
ROCKY,2014,M,Lhasa Apso,10454
RILEY,2016,F,Poodle Crossbreed,10009
BOSQUEZ,2017,M,Chihuahua,11220
MILO,2017,M,Maltese,11420
REY,2016,F,Miniature American Shepherd,10029
BONG,2016,F,Maltese,11361
TEDDY,2008,M,Lhasa Apso,11226
JLO,2017,F,Yorkshire Terrier,10458
OWL,2016,M,Cairn Terrier,11201
COLETTE,2013,F,Labrador Retriever,10023
HANK,2016,M,Australian Cattle Dog,11201
TINY,2016,M,Chihuahua Crossbreed,11201
FARLEY,2015,M,Silky Terrier,10065
BAM,2012,M,Mastiff,10314
LUCIFER,2016,F,Miniature Schnauzer,11234
DREW,2015,M,Labrador Retriever,10026
TURNER,2016,M,American Pit Bull Terrier/Pit Bull,10037
FEDOWITZ,2017,F,Poodle Crossbreed,11367
SAM,2017,M,Maltipoo,10312
LEXINGTON,2017,M,Miniature American Shepherd,10029
FOXY,2012,F,Chihuahua,11379
JOLENE,2016,F,American English Coonhound,10009
DELLA,2016,F,Boxer Crossbreed,11226
MATCHA,2016,F,Shiba Inu,11223
JASPER,2016,M,Havanese,11237
MOCHA,2012,F,German Shepherd Dog,10312
LEO,2016,M,Goldendoodle,10128
RILEY,2016,F,Golden Retriever,11234
OTIS,2010,M,"Bull Dog, English",10001
PEANUT,2014,F,Staffordshire Bull Terrier,10024
PEPPER,2016,F,American English Coonhound,11385
LEO,2014,M,Rat Terrier Crossbreed,10011
KEPLER,2017,F,Boxer Crossbreed,11201
TOOSA,2016,F,Beagle Crossbreed,11201
JAZMYN,2013,F,Maltese Crossbreed,10459
HUGO,2016,M,French Bulldog,11201
ELLA,2016,F,German Shepherd Crossbreed,11102
HAILEY,2016,F,Pomeranian,11236
NOS,2014,M,Beagle,11213
PIPER,2009,F,Shetland Sheepdog,10005
RONALDO,2010,M,Pug,11375
GILLY,2006,F,Terrier mix,10034
SPARKY,2004,M,Poodle,11217
SION,2016,M,Australian Cattledog,10002
SCOTTY,2016,M,Scottish Terrier,10003
GUILLERMO,2016,M,Jack Russell Terrier,11233
FREYA,2006,F,Catahoula Leopard Dog,10065
DAY,2016,F,Collie Crossbreed,10013
TIMBER,2016,M,Golden Retriever,11418
KOBE,2010,M,German Shepherd Crossbreed,11366
MOJO,2011,M,Shetland Sheepdog,10005
KONCHAKOVSKIY,2016,M,Pomeranian,10306
ORTIZ,2016,M,Yorkshire Terrier,11416
GALLARDO,2016,M,Yorkshire Terrier,11415
SHAGGY,2015,F,Wheaton Terrier,11237
CLAY,2009,M,Pomeranian Crossbreed,10034
DAVIE,2014,M,Poodle,11231
SENGE,2016,M,Shih Tzu,11374
WINTER,2015,F,Bichon Frise,11375
QUINN,2008,F,Miniature Pinscher,11216
DEWEY,2009,M,Border Collie Crossbreed,11215
OLIVE,2017,F,Unknown,10001
GINGER,2016,F,Labradoodle,11215
COCO,2012,F,Cane Corso,11206
CHARLIE,2016,M,Jack Russell Terrier,10029
PIPER,2012,F,Maltese Crossbreed,10022
GIZMO,2011,F,Chinese Shar-Pei,10467
KIPPER,2013,M,Terrier Crossbreed,10025
TINK,2017,F,Chihuahua Crossbreed,10025
AURORA,2017,F,Siberian Husky,10460
SANDY,2015,F,American Pit Bull Mix / Pit Bull Mix,11214
ACHILLES,2015,M,Staffordshire Bull Terrier,11205
MAX,2017,M,Bichon Frise Crossbreed,11220
EIN,2017,F,Shiba Inu,11226
GAGARIN,2016,M,American Pit Bull Terrier/Pit Bull,11207
OBI,2014,M,Terrier Crossbreed,10027
HUNTER,2015,M,Shih Tzu Crossbreed,10467
HENRY,2014,M,Chihuahua Crossbreed,10002
PALTA,2017,F,Shih Tzu,11433
DERRY,2016,F,Collie Crossbreed,10010
TECHNO,2010,M,"Bull Dog, English",11208
RIVERA,2016,F,Yorkshire Terrier,10302
DAISY,2011,F,Pug Crossbreed,11377
SILKA,2016,F,Labrador Retriever,10024
PUGSLEY,2016,M,Staffordshire Bull Terrier,10010
LUKE,2016,M,Labradoodle,10021
WHITNEY,2016,F,Labrador Retriever Crossbreed,10010
PABLO,2016,M,Australian Shepherd,11377
BRUCE,2016,M,Dachshund Crossbreed,10314
TITAN,2017,M,Chihuahua Crossbreed,10011
BELLA,2012,F,"Poodle, Toy",11206
JAXX,2016,M,Goldendoodle,10128
ELIZABETH,2014,F,Silky Terrier,10022
SKYE,2016,F,Pug Crossbreed,10452
SNACKS,2012,F,American Pit Bull Mix / Pit Bull Mix,10460
NILAH,2012,F,"Poodle, Toy",10460
SHAY,2014,F,Terrier mix,10038
JORDAN,2016,M,Shih Tzu,11101
MIMOSA,2008,F,Saint Bernard,10282
JUICE,2013,M,American Pit Bull Terrier/Pit Bull,10002
ICE,2009,M,Siberian Husky,11235
AVERY,2006,F,Labrador Retriever,10038
MILO,2012,M,Yorkshire Terrier,11236
BEI,2016,M,"Welsh Corgi, Pembroke",11354
NIKO,2016,M,German Shepherd Dog,11378
LUNA,2010,F,Rhodesian Ridgeback,10019
CLAIRE,2016,F,Shih Tzu Crossbreed,11203
CHAMP,2016,M,"Poodle, Toy",10039
JETER,2014,M,Goldendoodle,10022
COOPER,2017,M,Shih Tzu,10305
DIAN,2015,M,Maltese,11220
GRACE,2011,F,"Bull Dog, English",10009
BAXTER,2015,M,Beagle,11215
MINNIE,2009,F,Rat Terrier Crossbreed,10001
MARCO,2016,M,Shih Tzu,11233
TANK,2010,M,"Bull Dog, American",10473
IZZY,2013,F,Greyhound,11215
GIA,2004,F,Chihuahua,10031
LOLA,2010,F,Shih Tzu,11215
MADISON,2012,F,Schnauzer Crossbreed,10026
JACK,2012,M,Morkie,11377
GIZMO,2008,M,Yorkshire Terrier,10009
PEACH,2009,F,American Pit Bull Terrier/Pit Bull,10034
BLACKY,2001,M,Dachshund Smooth Coat,10038
MILES,2016,M,Labrador Retriever,10013
RILEY,2016,F,Puggle,10309
TACO,2016,M,Australian Shepherd,11205
KING,2014,M,American Bully,10473
CARSON,2003,M,Labrador Retriever,11223
SAMMY,2016,M,Shih Tzu,10312
ZEUS,2016,M,Doberman Pinscher,11219
LEELA,2016,M,Chihuahua Crossbreed,11233
PETRINA,2004,F,Terrier mix,11226
EMY,2011,F,Chihuahua,10038
CHILI,2011,F,Pug,10038
NIBLET,2014,F,"Poodle, Toy",10460
BARLEY,2016,F,Pointer,11101
TOMMY,2016,M,Norwich Terrier,10011
ROLLO,2015,M,Beagle,11214
HANS,2016,M,Coton de Tulear,10473
ZEUS,2015,M,Siberian Husky,11435
WINSTON,2016,M,Dachshund Smooth Coat,10006
AUGUST,2016,F,Labrador Retriever,10468
BELLE,2014,F,Pomeranian,11222
RUBY,2016,F,"Bull Dog, English",10002
CLANK,2016,M,Chihuahua,11213
ROMEO,2016,M,Maltipoo,10304
ACE,2014,M,Yorkshire Terrier,11207
RINGO,2017,M,Boston Terrier,10024
HAZEL,2016,F,Shih Tzu Crossbreed,10031
PENNY,2010,F,Boxer,10128
LUCKY,2010,M,Shih Tzu Crossbreed,11379
DAISY,2016,F,Cavalier King Charles Spaniel,10021
LAYLA,2014,F,American Pit Bull Terrier/Pit Bull,10465
CHARLIE,2017,M,French Bulldog,11105
MYLO,2016,M,Poodle,10463
PEANUTBUTTER,2007,M,Yorkshire Terrier,10039
OREO,2016,M,Shih Tzu Crossbreed,11234
ASTRID,2016,F,Chihuahua,10012
FREDDIE,2016,M,Beagle,10314
PIKE,2015,M,Thai Ridgeback,10001
BELLA,2017,F,Labrador Retriever Crossbreed,10303
SWAGGER,2015,M,Goldendoodle,10022
JAYCE,2012,M,Chihuahua,10038
THAYER,2005,M,Golden Retriever,10128
CHEWY,2016,F,Siberian Husky Crossbreed,11361
ANNA,2010,F,Yorkshire Terrier,11220
TUNA,2016,M,Australian Shepherd,10014
MARIGOLD,2016,F,Cavalier King Charles Spaniel,10017
RODNEY,2013,M,Terrier mix,11211
MR.,2015,M,Terrier mix,11217
DOLLY,2016,F,Terrier mix,10016
LADY,2016,F,Shih Tzu,11207
LUCY,2015,F,Poodle Crossbreed,10025
COCO,2010,F,American Pit Bull Mix / Pit Bull Mix,10026
TEDBY,2017,M,Shih Tzu Crossbreed,10128
DUDE,2009,M,Dachshund Smooth Coat,11211
BELLE,2016,F,Goldendoodle,11361
NOVA,2014,F,American Bully,11207
BLUE,2015,F,American Pit Bull Mix / Pit Bull Mix,11212
LOLA,2007,F,Cocker Spaniel,10454
MAYA,2016,F,Poodle Crossbreed,10029
MATEO,2016,M,Miniature American Shepherd,10003
VIOLET,2016,F,Shiba Inu,11201
HILLARY,2011,F,Unknown,11205
SOPHIA,2016,F,Shih Tzu Crossbreed,10010
MAISY,2009,F,Chihuahua,11215
GRACIE,2016,F,Chihuahua,11210
RALEIGH,2012,M,Chihuahua Crossbreed,11102
LUPINA,2016,F,Labrador Retriever,11215
LISA,2008,F,Labrador Retriever,10304
ANGEL,2008,M,Unknown,10034
BODIE,2016,M,Labradoodle,11238
KODAH,2014,M,Shih Tzu Crossbreed,10009
DOVI,2003,M,Shih Tzu,11216
LOLA,2016,F,Shih Tzu Crossbreed,11238
SAM,2012,M,Chihuahua Crossbreed,10128
HAZEL,2016,F,Miniature American Shepherd,10004
PIPER,2016,F,Alaskan Malamute,10014
ZIGGY,2016,F,Chihuahua,10011
CANDY,2009,F,Pekingese,10010
EMILIO,2017,M,Shih Tzu Crossbreed,10010
HANK,2016,M,Norwich Terrier,10011
CHASE,2016,M,Siberian Husky,11234
REGGIE,2012,M,Cardigan Welsh Corgi,11231
LUNA,2016,F,American Pit Bull Terrier/Pit Bull,10033
PORTER,2012,M,Rottweiler,11102
BELLA,2016,F,Havanese,10009
OSMO,2015,M,American Pit Bull Terrier/Pit Bull,11385
MILHOUSE,2016,M,Dachshund Crossbreed,10023
INNA,2015,F,Australian Shepherd,11211
GUCCI,2013,M,Maltese,10456
CHARLIE,2016,M,"Poodle, Miniature",11237
KHALEESI,2016,F,Siberian Husky Crossbreed,10010
TERRY,2007,M,Shih Tzu Crossbreed,11206
ODELL,2017,M,Yorkshire Terrier,10075
MIMI,2016,F,Havanese,10011
TORO,2016,M,Maltese Crossbreed,10036
MAX,2016,M,Morkie,11237
HARLEY,2016,F,Goldendoodle,10128
CHARLIE,2012,M,Basset Hound,10306
LUNA,2007,F,Chihuahua,10011
ATHENA,2016,F,American Pit Bull Mix / Pit Bull Mix,10472
NALA,2016,F,Labrador Retriever,10002
LUCY,2017,F,American Pit Bull Mix / Pit Bull Mix,10037
MAN,2016,M,French Bulldog,11237
LEO,2016,M,Cavalier King Charles Spaniel,10282
HUDSON,2016,M,Yorkshire Terrier,10038
BELLA,2013,F,Yorkshire Terrier Crossbreed,11373
CRICKET,2009,F,Chihuahua,11215
TOBY,2015,M,Shih Tzu,11366
WINSTON,2008,M,Pug,11220
LEX,2010,M,American Pit Bull Terrier/Pit Bull,10552
BESSIE,2008,F,Jack Russell Terrier,11204
FIONA,2016,F,Bloodhound,11211
RAZOR,2016,M,Cavalier King Charles Spaniel,10028
ABIGAIL,2015,F,Labradoodle,10003
CHARLIE,2016,M,Poodle,11237
COCO,2012,F,Yorkshire Terrier,10460
MILES,2010,M,Dachshund,11231
GIZMO,2014,M,Maltese Crossbreed,10467
BURTON,2014,M,Labrador Retriever,10023
ZIGGY,2016,M,Terrier mix,10128
SPARKY,2012,M,Cavalier King Charles Spaniel,11374
YUCA,2011,F,Chihuahua Crossbreed,11215
HAZEL,2016,F,Poodle Crossbreed,10308
TINY,2017,M,Chihuahua,10460
HOBBES,2016,M,"Dachshund, Long Haired Miniature",10033
REILLY,2016,M,Cavalier King Charles Spaniel,10306
BAGEL,2013,M,Beagle,11365
ELI,2016,M,Bernese Mountain Dog,11375
STERLING,2016,M,French Bulldog,11231
BROWNIE,2016,M,Chihuahua Crossbreed,11103
PLUTO,2012,M,Jack Russell Terrier,10025
BLAISE,2017,M,American Pit Bull Mix / Pit Bull Mix,10028
HANK,2007,M,Dachshund,11101
BRUNO,2015,M,Beagle Crossbreed,10466
HAWK,2016,M,English Foxhound,10467
LLADRO,2017,M,Yorkshire Terrier Crossbreed,10036
BATMAN,2012,M,Morkie,11206
STANLEY,2008,M,Cocker Spaniel Crossbreed,10019
MARLON,2010,M,Labrador Retriever,10016
MINDY,2014,F,Maltese Crossbreed,11207
SUMMER,2016,F,Labrador Retriever Crossbreed,11216
DIEGO,2013,M,Pug Crossbreed,10040
OREO,2015,F,American Pit Bull Mix / Pit Bull Mix,10029
BELLA,2014,F,Brussels Griffon,11412
BERTHA,2014,F,"Bull Dog, English",11228
MOLLIE,2016,F,German Shepherd Dog,10009
TANNER,2016,F,American Pit Bull Mix / Pit Bull Mix,10467
DIEZEL,2016,M,Rottweiler,10466
SMORES,2016,M,Labrador Retriever Crossbreed,10128
BACON,2016,M,American Pit Bull Mix / Pit Bull Mix,11235
CHASE,2013,M,Beagle Crossbreed,10466
COOKIE,2013,F,Yorkshire Terrier Crossbreed,11357
SKY,2016,F,American Pit Bull Terrier/Pit Bull,10451
POCONO,2016,M,French Bulldog,11225
BIUBIU,2016,M,Border Terrier,10023
MAX,2016,M,Yorkshire Terrier,11201
KYRIE,2009,F,Chihuahua Crossbreed,11436
RAY,2014,M,Beagle Crossbreed,10019
ONYX,2015,M,Bulldog,11226
CHARLIE,2015,M,Miniature Pinscher,10022
EINSTEIN,2016,M,Yorkshire Terrier,11377
GUS,2008,M,"Schnauzer, Miniature Crossbreed",10010
PIPPA,2010,F,"Bull Dog, French",11228
POLLY,2012,F,Havanese,10014
LAMB,2016,F,American Pit Bull Mix / Pit Bull Mix,11360
FERGUS,2016,M,Vizsla,11249
DENIM,2011,M,Shih Tzu,11236
LUNA,2006,F,Bichon Frise Crossbreed,11217
BRODY,2017,M,Cocker Spaniel Crossbreed,10016
FRANKIE,2011,M,Maltese Crossbreed,10456
HARLEY,2016,F,French Bulldog,10065
CHARLIE,2015,M,Shih Tzu,10029
NUGGET,2016,M,Shih Tzu Crossbreed,11103
MELA,2012,F,American Pit Bull Mix / Pit Bull Mix,10035
LOUIE,2016,M,Border Collie,11222
LULA,2014,F,Pug Crossbreed,10128
MIKIE,2012,M,Shih Tzu Crossbreed,11209
BAYLEE,2016,F,Labrador Retriever,10021
BALDWIN,2009,M,Beagle,10282
FIFTH,2013,M,Labrador Retriever,10314
SCHNOPPY,2005,M,Bichon Frise,10065
JACQUES,2009,M,Silky Terrier,11234
MEACHEM,2016,M,Poodle Crossbreed,11413
POGO,2015,M,Labrador Retriever,10031
GINGER,2016,F,German Shepherd Crossbreed,11694
NICKIE,2005,F,Maltese,10312
CHARLIE,2016,M,Jindo,11205
ANNABEL,2012,F,Havanese,10028
ARSON,2010,M,Chihuahua Crossbreed,10462
ROSA,2016,F,Shih Tzu,10035
BOBBY,2016,M,Shih Tzu Crossbreed,11101
MAGNUS,2015,M,Golden Retriever,10028
LUCKY,2017,M,Shih Tzu Crossbreed,10035
ZOE,2011,F,American Pit Bull Mix / Pit Bull Mix,11231
CONAN,2013,M,American Pit Bull Terrier/Pit Bull,11220
JETER,2017,M,Havanese,10309
DRAPER,2012,M,Golden Retriever,11215
SOPHIA,2001,F,Poodle,10039
FLUFFY,2016,M,Dachshund Crossbreed,11370
MAX,2013,M,Bulldog,10011
NIKO,2015,M,Labrador Retriever Crossbreed,10304
PANCHO,2009,M,Chihuahua Crossbreed,10458
RENNICK,2016,M,Yorkshire Terrier,11224
GOOSE,2009,M,Australian Cattle Dog,11217
ZEUS,2013,M,Pug,11361
KKOMIE,2016,F,Yorkshire Terrier,11362
LILLY,2010,F,Beagle,10282
KIRBI,2015,F,"Welsh Corgi, Pembroke",11217
LINDA,2016,F,Unknown,10457
LILLIE,2014,F,Shih Tzu Crossbreed,10038
BUTTERCUP,2013,M,American Pit Bull Mix / Pit Bull Mix,11215
RUBIN,2017,M,Chihuahua,11229
COCO,2012,F,Unknown,11233
KODI,2016,M,Pomeranian Crossbreed,10036
SALMON,2010,M,Chihuahua Crossbreed,10309
DREW,2016,F,American Pit Bull Mix / Pit Bull Mix,11210
GINO,2015,M,Labrador Retriever,11415
CARDI,2016,F,Pug,10029
SUSIE,2009,F,Shih Tzu,10312
MICHIKO,2016,F,Shiba Inu,10075
DECKER,2016,M,English Springer Spaniel,11232
MAX,2008,M,Poodle Crossbreed,11206
OREO,2016,F,Havanese,10314
DUCHESS,2017,F,Morkie,7010
KASEY,2016,M,Labrador Retriever Crossbreed,10036
CHARMING,2016,M,Papillon,10312
GIA,2013,F,"Welsh Corgi, Cardigan",10031
PRINCETON,2016,M,Yorkshire Terrier,10473
VINNY,2013,M,Yorkshire Terrier,10451
MAX,2008,M,Poodle,10010
VICTORIA,2016,F,American Pit Bull Mix / Pit Bull Mix,10314
LEXI,2005,F,Morkie,11361
BENJAMIN,2017,M,Yorkshire Terrier,10462
CAJETA,2016,F,"Bull Dog, English",11211
TEDDY,2017,M,Yorkshire Terrier,11717
LUNA,2016,F,Siberian Husky,11219
RICHIE,2006,M,Unknown,11206
ROCCO,2016,M,Shih Tzu,10312
JANE,2014,F,Beagle,10014
TASHA,2016,F,Labrador Retriever Crossbreed,11412
MYA,2017,F,Yorkshire Terrier,10029
SHADOW,2016,M,American Pit Bull Terrier/Pit Bull,10457
ANGUS,2017,M,Australian Cattledog,11201
TRUFFLE,2015,F,Canaan Dog,10014
CHUMMY,2014,M,Maltese,11226
TIDBALL,2017,F,Maltese Crossbreed,10467
BRUCE,2016,M,French Bulldog,11101
PORTER,2013,M,Goldendoodle,10128
AJAX,2016,M,Labrador Retriever,10023
QQ,2016,M,Pekingese,11220
MOCHI,2017,M,Shiba Inu,11228
BEAR,2016,M,Pomeranian,10128
SHADOW,2017,M,American Pit Bull Terrier/Pit Bull,11226
SHEBOYAH,2014,F,American Pit Bull Terrier/Pit Bull,10457
BLUE,2016,M,Maltese,10463
KING,2017,M,Yorkshire Terrier,11365
JACK,2016,M,French Bulldog,10282
PEPPER,2016,M,Chihuahua,10471
PAIGE,2017,F,Shih Tzu,11224
ROMEO,2016,M,Shih Tzu,11360
NOLIE,2012,F,Maltese Crossbreed,11416
LILA,2014,F,Plott,10009
YGRITTE,2016,F,German Shepherd Crossbreed,11214
SIMBA GUTIERREZ,2017,M,Yorkshire Terrier,10454
PENELOPE,2016,F,Pug,10308
NAOMI,2016,F,Labrador Retriever,10469
GOOSE,2012,F,Chihuahua,10032
CHIP,2012,M,Poodle,10026
MUNCHKIN,2012,F,Unknown,10314
CHI,2015,F,Yorkshire Terrier,10037
ASIA,2015,F,Shih Tzu Crossbreed,11417
SPEARS,2006,M,German Shepherd Crossbreed,11420
SALLY,2011,F,Golden Retriever,10022
BOO,2015,M,Chihuahua,10028
MINNIE,2017,F,American Staffordshire Terrier,10308
JAX,2016,M,German Shepherd Dog,10466
BLIX,2016,F,Dachshund,10023
PATRICK,2016,M,Chihuahua Crossbreed,10025
FAT,2016,M,French Bulldog,11225
GIZMO,2012,M,Pomeranian,11365
SAILOR,2017,M,Labrador Retriever Crossbreed,10023
MOWGLI,2016,M,Dachshund,11209
EVIE,2012,F,Cavalier King Charles Spaniel,10013
PITA,2013,F,Schnauzer Crossbreed,10025
HOPPER,2016,F,Beagle,11211
PERLA,2016,F,"Bull Dog, English",10470
MARLO,2016,M,Papillon,10454
STORM,2016,F,American Pit Bull Terrier/Pit Bull,11201
BRUCE,2016,M,Boston Terrier,10024
GUS,2014,M,Yorkshire Terrier,11204
CESAR,2017,M,Maltese,11207
TROTSKY,2015,F,Dachshund,10011
BINGO,2017,M,"Poodle, Toy",11364
ROCKY,2006,M,Jack Russell Terrier,10038
LUNA,2016,F,German Shepherd Dog,10473
BENTLEY,2017,M,Yorkshire Terrier,11249
MUMUS,2016,F,Shih Tzu Crossbreed,10027
N.A.,2016,F,Cocker Spaniel Crossbreed,10036
DORI,2004,F,Dachshund Smooth Coat,10308
WINNIE,2016,F,Labrador Retriever Crossbreed,11201
