"log.WR","age","age2","sex","race","marital","hs","assoc","coll","grad"
1.50122432779387,45,2025,"F","White","Single",TRUE,FALSE,FALSE,NA
2.17742195004004,52,2704,"F","White","Married",FALSE,FALSE,FALSE,NA
2.07944154167984,47,2209,"M","White","Married",FALSE,FALSE,FALSE,NA
2.19722457733622,49,2401,"F","White","Married",FALSE,FALSE,FALSE,NA
1.79175946922805,34,1156,"F","White","Divorced",TRUE,FALSE,FALSE,NA
2.74269933651538,57,3249,"M","White","Married",TRUE,FALSE,FALSE,NA
3.1994577390111,43,1849,"M","White","Married",TRUE,FALSE,FALSE,NA
2.83997774414476,46,2116,"F","White","Married",TRUE,FALSE,FALSE,NA
2.30258509299405,56,3136,"M","Black","Separated",TRUE,FALSE,FALSE,NA
1.90668943590203,40,1600,"F","White","Married",TRUE,FALSE,FALSE,NA
2.31351416352624,48,2304,"M","White","Married",TRUE,FALSE,FALSE,NA
2.5634689722911,18,324,"M","White","Single",FALSE,FALSE,FALSE,NA
2.39689577246529,42,1764,"M","White","Married",FALSE,TRUE,FALSE,NA
1.95320945153692,38,1444,"F","White","Married",TRUE,FALSE,FALSE,NA
2.23804657185647,58,3364,"F","Asian","Married",FALSE,FALSE,FALSE,NA
2.70805020110221,47,2209,"F","Black","Divorced",FALSE,FALSE,TRUE,NA
3.13883311719466,33,1089,"M","White","Married",TRUE,FALSE,FALSE,NA
1.83258146374831,36,1296,"F","White","Divorced",FALSE,FALSE,FALSE,NA
3.17965511171492,51,2601,"F","White","Widow",FALSE,TRUE,FALSE,NA
2.04022082852655,45,2025,"F","White","Single",FALSE,TRUE,FALSE,NA
2.59983661646198,49,2401,"M","White","Separated",FALSE,TRUE,FALSE,NA
3.25661615285105,59,3481,"M","White","Married",FALSE,TRUE,FALSE,NA
1.90668943590203,56,3136,"F","White","Married",TRUE,FALSE,FALSE,NA
2.69968195143169,43,1849,"F","White","Divorced",FALSE,TRUE,FALSE,NA
2.04022082852655,29,841,"F","White","Married",FALSE,TRUE,FALSE,NA
2.26336437984076,30,900,"M","White","Married",FALSE,FALSE,FALSE,NA
2.14119674586656,43,1849,"F","White","Single",TRUE,FALSE,FALSE,NA
2.86220088092947,26,676,"M","White","Single",TRUE,FALSE,FALSE,NA
1.6880002349372,45,2025,"F","White","Widow",FALSE,TRUE,FALSE,NA
2.01127325249169,53,2809,"M","White","Divorced",TRUE,FALSE,FALSE,NA
2.15800386418294,53,2809,"F","White","Married",TRUE,FALSE,FALSE,NA
1.29358496301562,24,576,"M","White","Single",FALSE,FALSE,FALSE,NA
2.33261738009292,21,441,"M","White","Single",FALSE,FALSE,FALSE,NA
2.12269959099797,19,361,"M","White","Single",FALSE,FALSE,FALSE,NA
