2.01
6.32
3.52
2.15
5.42
2.04
2.77
2.26
1.95
1
2.45
0.74
0.89
1.27
2.77
3.68
1.18
1.09
1.6
0.57
3.33
0.91
–
7.14
2.08
3.85
1.99
7.76
2.52
1.57
4.67
4.22
1.92
1.59
4.08
2.02
0.84
6.85
2.18
2.04
1.05
2.91
1.37
2.43
2.28
3.74
1.3
1.59
1.83
3.85
6.3
4.83
0.5
3.4
2.33
4.25
3.49
2.12
0.83
0.54
3.23
4.5
0.71
0.48
2.3
7.73
